,Date,Item,Issue,Nb_affected_models,Category,Published by,Audience,Recall type,Recall class,Year,Month,Recall Category
2410,2019-11-05,  Bed Enclosure (2019-10-03) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2019,November,Health product
2411,2019-11-05,  ExactaMix EVA Container (2019-09-19) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2019,November,Health product
2412,2019-11-04,  ULORIC ® (febuxostat) - Increased Risk of Cardiovascular Fatal Outcomes ,Important Safety Information,1.0,Drugs,Health Canada,Healthcare Professionals,health professional risk communication,,2019,November,Health product
2413,2019-11-01,  3.0 T and 1.5HD Small Extremity Wrist Coil (2019-10-16) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,November,Health product
2414,2019-11-01,  Hem-o-lok Automatic Ligating Clip Applier (With Clips) - Endoscopic & Weck Auto Endo5 Automatic Hem-o-lok Clip Applier (2019-10-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2415,2019-11-01,  NxStage System One - Cycler (Chronic Application) (2019-10-17) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2416,2019-11-01,  Medicom SafeMask Premier Elite & Premier Plus (2019-10-09) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2417,2019-11-01,  Ceftazidime 256 M.I.C.E (2019-10-15) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2418,2019-11-01,  Elecsys Calcitonin (2019-10-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,November,Health product
2419,2019-11-01,  BD Posiflush Pre-Filled Normal Saline Syringes (2019-10-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,November,Health product
2420,2019-11-01,  HemosIL von Willebrand Factor Antigen (2019-10-15) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2421,2019-11-01,  BACT/ALERT VIRTUO - A & B UNIT (2019-10-21) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2422,2019-11-01,  Hi Pro Connector Set With Tubing & Funnel Connectors (2019-10-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,November,Health product
2423,2019-11-01,"  EZ Glide Cannula, Straight, Curved With Suture Bump & Curved With Suture Flange (2019-10-24) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2019,November,Health product
2424,2019-11-01,  Meibox Ophthalmic Camera (2019-10-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,November,Health product
2425,2019-11-01,  BodyGuard Microset (2019-10-03) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2426,2019-11-01,  ANATOMIC RADIAL HEAD SYSTEM - 9.0mm x 6.0mm Stem (2019-10-04) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,November,Health product
2427,2019-11-01,  Angiography Pack (2019-10-25) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2428,2019-11-01,  CARESCAPE Respiratory Modules (2019-09-30) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2429,2019-11-01,  Carelink Programmer System (2019-10-04) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2430,2019-11-01,  HeartStart XL+ (2019-10-25) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2431,2019-11-01,  Panther Fusion Extraction Reagent - S (2019-10-11) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2432,2019-11-01,  Cobas Infinity Central Lab (2019-09-26) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2433,2019-11-01,"  Giraffe Incubator, Giraffe Omnibed, Giraffe Incubator Carestation, and Giraffe Omnibed Carestation (2019-10-22) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2434,2019-11-01,  Xpert Xpress Flu/RSV (2019-10-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,November,Health product
2435,2019-10-31,  Anti-Itch Cream (2019-10-31) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2436,2019-10-29,  Sun Pharma Canada Inc. Ranitidine Product Recall (2019-10-29) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,October,Health product
2437,2019-10-25,"  BARDPORT M.R.I. Hard Base, X-PORT isp M.R.I. & POWERPORT isp M.R.I. Implantable Port (2019-09-27) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2438,2019-10-25,"  V60 VENTILATOR, SYMBOLS ONLY, WITH CFLEX AND AVAPS OPTIONS Serviced With Touchscreen RP Kit 453561511951 (2019-09-18) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2439,2019-10-25,  Liquid Cardiac Control (2019-10-01) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2440,2019-10-25,"  Coseal Premix Surgical Sealant, Floseal Hemostatic Matrix & Hemopatch Bicarb (2019-09-23) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2441,2019-10-25,  HeartStart XL+ (2019-10-10) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2442,2019-10-25,  EZ-IO Needle Set + Stabilizer Kit (2019-10-11) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2443,2019-10-25,  ALINITY HQ ANALYZER & ALINITY HS SLIDE MAKER STAINER MODULE (2019-10-10) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2444,2019-10-25,  Bardex Silicone Foley Catheter (2019-10-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2445,2019-10-25,  Endoscopic Applicator (2019-09-23) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2446,2019-10-25,  Monnal T60 Ventilator (2019-09-30) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2447,2019-10-25,  Symbia T series Gamma Camera/CT Scanners System(2019-09-24) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2448,2019-10-25,  Taperloc Hip System (2019-09-19) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2449,2019-10-25,  Embryology Heated Plate within RI Witness (2019-09-10) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2450,2019-10-25,  ORTHO VISION Analyzer & ORTHO VISION Max Analyzer (2019-10-02) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2451,2019-10-25,  BIOGRAPH MCT and BIOGRAPH HORIZON System (2018-10-19) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2452,2019-10-25,  Cobas Infinity Central Lab (2019-09-26) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2453,2019-10-25,  NaviCare Nurse Call (2019-08-15) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2454,2019-10-25,  Peri-Guard & Dura-Guard (2019-09-23) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2455,2019-10-25,  Unauthorized soft-shelled hyperbaric chambers may pose serious health risks ,Unauthorized Products/Device,1.0,Medical Device,Health Canada,General Public,information update,,2019,October,Health product
2456,2019-10-25,  Monnal T60 Ventilator (2019-02-13) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2457,2019-10-25,  Respironics V680 Ventilator (2019-09-18) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2458,2019-10-24,  Vita Health Products Inc Ranitidine Product Recall (2019-10-24) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,October,Health product
2459,2019-10-24,  Laboratoire Riva Inc. Ranitidine Product Recall (2019-10-24) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,October,Health product
2460,2019-10-23,  Pharmascience Inc. Ranitidine Product Recall (2019-10-23) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,October,Health product
2461,2019-10-23,  Maximum Strength Acid Reducer Without Prescription (2019-10-23) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,October,Health product
2462,2019-10-22,  PMS-Galantamine ER (2019-10-22) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2463,2019-10-22,  SynchroMed II - Programmable Pump (2019-10-11) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2019,October,Health product
2464,2019-10-18,  Sanofi Consumer Health Zantac Product Recall (2019-10-18) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,October,Health product
2465,2019-10-18,  Monaco (2019-09-04) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2466,2019-10-18,  Drop Admin Set (2019-10-01) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2467,2019-10-18,  Monnal T60 Ventilator (2019-09-30) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2468,2019-10-18,"  Giraffe Warmer, Giraffe OmniBed Carestation, Giraffe Incubator Carestation CS1, Panda iRes Warmer (2019-10-02) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2469,2019-10-18,"  Aura40 Straight Laryngeal Mask, White Sensor ECG Electrodes, Center Snap, Solid Gel, Cannutherm Kit, Ambu Open Cuff Silicone Face Mask (2019-10-10) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2470,2019-10-18,  Foreign Product Alert: 24 foreign health products found to contain undeclared drug ingredients ,Undeclared Substance,1.0,Drugs,Health Canada,General Public,foreign product alert,,2019,October,Health product
2471,2019-10-18,  Nitrogen NF 99% (2019-10-18) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2472,2019-10-17,  Teva Canada Ranitidine Product Recall (2019-10-17) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,October,Health product
2473,2019-10-17,"  Health Canada seized unauthorized sexual enhancement, weight loss and sleep aid products from Vikings Nutrition in Montreal, QC, because the products may pose serious health risks ",Other,1.0,Drugs,Health Canada,General Public,public advisory,,2019,October,Health product
2474,2019-10-17,  Sivem Pharmaceuticals ULC Ranitidine Product Recall (2019-10-17) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,October,Health product
2475,2019-10-16,  TOMTEC-ARENA (2019-09-21) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2019,October,Health product
2476,2019-10-16,  CellChem Pharmaceuticals Ondansetron Product Recall (2019-10-16) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2477,2019-10-15,"  LEMTRADA (alemtuzumab) - Risk of Autoimmune Hepatitis, Haemophagocytic Lymphohistiocytosis, and Associated Serious Cardiovascular Reactions ",Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health professional risk communication,,2019,October,Health product
2478,2019-10-11,  StrykeProbe Tips (2019-09-26) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2479,2019-10-11,"  TLC-2000 System - Laser Probe, Power Pack, Power Supply (2019-09-26) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2480,2019-10-11,  SaddleLoop 18G x 10cm with Blunt Needle (2019-10-02) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2481,2019-10-11,  SCFE Knobs part of the Free-Gliding SCFE Screw System (2019-10-02) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2482,2019-10-11,  Atellica CH 930 Analyzer (2019-09-25) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2483,2019-10-11,  Some EpiPen and EpiPen Jr auto-injectors may be difficult to remove from their carrier tubes ,Important Safety Information,1.0,Drugs,Health Canada,General Public,public advisory,,2019,October,Health product
2484,2019-10-11,  Forte Gamma Camera with Jetstream AZ (2019-09-25) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2485,2019-10-11,  3DiCROSSCHECK LAP 0 LEFT ORTHOLOC 3DI PLATING SYSTEM (2019-09-26) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2486,2019-10-11,  LemonPrep Tubes and Single Cups (2019-09-06) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2487,2019-10-11,  GentleCool Pro Cryogen Canister (2019-09-09) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2488,2019-10-11,  Atellica UAS 800 Analyzer (2019-09-13) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2489,2019-10-11,  UX-2000 Fully Automated Integrated Urine Analyzer (2019-09-18) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2490,2019-10-11,  Spot Vision Screener (2018-06-18) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2491,2019-10-11,  Somatom Definition AS - Main Unit and Somatom Definition Edge System - CT System (2019-09-05) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2492,2019-10-11,  BriteBlade Pro Fiber Optic System (2019-09-12) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2493,2019-10-11,  KT Recovery+ Ice/Heat Massage Ball (2019-09-27) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2494,2019-10-11,  Drill Sleeve Guide (2019-08-22) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2495,2019-10-11,  iLED 7 Surgical Light Systems (2019-09-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2496,2019-10-10,  Performance Plus (2019-10-10) ,Product Safety,1.0,Natural Health Products,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2497,2019-10-09,  Phenylbutazone Powder (2019-10-09) ,Product Safety,1.0,Veterinary Drugs,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2498,2019-10-09,"  Pharm Canada Inc. recalls all lots of ""Passion X"" and ""Passion Fem"" because they contain an undeclared prescription drug ingredient and may pose serious health risks ",Undeclared Substance,1.0,Drugs,Health Canada,General Public,public advisory,,2019,October,Health product
2499,2019-10-09,  Avalon Fetal Monitor - Risk of Inaccurate Ultrasound-Derived Fetal Heart Rate Monitoring ,Important Safety Information,1.0,Medical Device,Health Canada,Healthcare Professionals,health professional risk communication,,2019,October,Health product
2500,2019-10-08,  Tums Ultra Strength (2019-10-08) ,Product Safety,1.0,Natural Health Products,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2501,2019-10-04,"  Unauthorized ""Yunnan Baiyao Toothpaste"" is being recalled by LinkGlobal Food Inc. because it contains a prescription drug and may pose serious health risks ",Unauthorized Products/Device,1.0,Drugs,Health Canada,General Public,public advisory,,2019,October,Health product
2502,2019-10-04,  Docetaxel Injection USP (2019-10-04) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2503,2019-10-04,  Passion Fem; Natura-One Passion Fem (2019-10-04) ,Product Safety,1.0,Natural Health Products,Health Canada,Healthcare Professionals,health product recall,Type I,2019,October,Health product
2504,2019-10-03,  Esthetic Abutment CC RP System (2019-08-08) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2505,2019-10-03,  FACSLyric Flow Cytometer (2019-08-21) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2506,2019-10-03,  Xhibit Central Station (2019-09-09) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2507,2019-10-03,  Atellica UAS 800 Analyzer (2019-08-26) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2508,2019-10-03,  Swan Lock Needle Free Connector (2019-09-11) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2509,2019-10-03,  Single Patient Use Lead Set (2019-09-03) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2510,2019-10-03,  Dario Blood Glucose Tracker (2019-08-30) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2511,2019-10-03,  Remisol Advance (2019-09-16) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2512,2019-10-03,"  Navigator Probes Wireless, Navigator Probes Wired, Navigator Probes (2019-09-18) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2513,2019-10-03,  Invacare Hydraulic Patient Lifts (2018-11-16) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2514,2019-10-03,  SYNGO.VIA (2019-08-19) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2515,2019-10-03,  Sprotte Regional Needle (2019-08-30) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2516,2019-10-03,  ExactaMix EVA Dual Chamber Empty Container - 1500 mL / 3000 mL (2019-09-18) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2019,October,Health product
2517,2019-10-03,  IMMAGE Immunochemistry System Total Immunoglobulin E (IGE) Reagent and Cal (2019-09-04) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2518,2019-10-03,  Solarice Rapid Exchange Balloon Dilation Catheter (2019-09-04) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2519,2019-10-03,  VITROS Chemistry Products K+ Slides & CL- Slides (2019-09-11) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2520,2019-10-03,"  V60 Ventilator, Symbols Only, with CFLEX and AVAPS Options (2019-09-18) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2521,2019-10-03,  Alinity hq Analyzer & Alinity hs slide maker stainer module (2019-09-16) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,October,Health product
2522,2019-10-02,  Original Sambucus Cold and Flu Care (2019-10-02) ,Product Safety,1.0,Natural Health Products,Health Canada,Healthcare Professionals,health product recall,Type II,2019,October,Health product
2523,2019-09-30,  Unauthorized Nabota botulinum toxin may pose serious health risks ,Unauthorized Products/Device,1.0,Drugs,Health Canada,General Public,public advisory,,2019,September,Health product
2524,2019-09-30,  Passion X; Bio Power-X (2019-09-30) ,Product Safety,1.0,Natural Health Products,Health Canada,Healthcare Professionals,health product recall,Type I,2019,September,Health product
2525,2019-09-30,  Centrum Multigummies Multi + Antioxidant (2019-09-30) ,Product Safety,1.0,Natural Health Products,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2526,2019-09-24,  Sivem Pharmaceuticals ULC Ranitidine Product Recall (2019-09-24) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,September,Health product
2527,2019-09-24,  Apotex Inc Ranitidine Product Recall (2019-09-24) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,September,Health product
2528,2019-09-24,  Pro Doc Limitee Ranitidine Product Recall (2019-09-24) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,September,Health product
2529,2019-09-24,  Sanis Health Inc. Ranitidine Product Recall (2019-09-24) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,September,Health product
2530,2019-09-23,  LMD 10% IN DEXTROSE 5% (2019-09-23) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,September,Health product
2531,2019-09-23,  Phenylbutazone Powder (2019-09-23) ,Product Safety,1.0,Veterinary Drugs,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2532,2019-09-23,  Sorella Apothecary Product Recall (2019-09-23) ,Product Safety,1.0,Natural Health Products,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2533,2019-09-23,  Lemon Lightening Serum (2019-09-23) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2534,2019-09-23,  Baxter Canada product recall (2019-09-23) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2535,2019-09-21,"  RW Consumer Products Ltd. voluntarily recalls all lots of ""Gripe Water – Alcohol And Preservative Free"" because of microbial contamination ",Microbial Hazard,1.0,Natural Health Products,Health Canada,Healthcare Professionals,information update,,2019,September,Health product
2536,2019-09-20,  IE33 Diagnostic Ultrasound System-Sector Transducer and EPIQ Ultrasound Transducers (2019-09-06) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2537,2019-09-20,  Atlantis Abutments Titanium and Atlantis Abutment Gold-Shaded Titanium (2019-08-30) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2538,2019-09-20,  Cobas Integra Tina-Quant Soluble Transferrin Receptor (STFR) and STFR (Tina-Quant Soluble Transferrin Receptor) (2019-09-05) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2539,2019-09-20,  VIROTROL HIV-2 (2019-09-04) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2540,2019-09-20,  GlideScope Core System (2019-08-28) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2541,2019-09-20,"  proBNP II Stat Calset, proBNP II Calset and Calset proBNP II (2019-08-22) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2542,2019-09-20,  ApexPro Telemetry System (2019-09-09) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2543,2019-09-20,  Synchron Systems Cannabinoid (THC) Reagent (2019-08-31) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2544,2019-09-20,  0.9% Saline Wound Irrigation (2019-09-06) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2545,2019-09-20,  Venous Hardshell Cardiotomy Reservoir (2019-09-12) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2546,2019-09-18,"  Unauthorized products may pose serious health risks (August 12, 2019 to September 18, 2019) ",Unauthorized Products/Device,1.0,Drugs,Health Canada,General Public,public advisory,,2019,September,Health product
2547,2019-09-18,  Yunnan Baiyao Toothpaste (2019-09-18) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2548,2019-09-18,  Revlon Canada Product Recall (2019-09-18) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2549,2019-09-17,  Health Canada advises Canadians to exercise caution when taking gabapentin or pregabalin with opioids ,Important Safety Information,1.0,Drugs,Health Canada,Healthcare Professionals,information update,,2019,September,Health product
2550,2019-09-17,  Sandoz Canada Ranitidine Product Recall (2019-09-17) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type I,2019,September,Health product
2551,2019-09-16,  Safetec Triple Antibiotic Ointment (2019-09-16) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2552,2019-09-13,  RW Consumer Products Ltd. Gripe Water Product Recall (2019-09-13) ,Product Safety,1.0,Natural Health Products,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2553,2019-09-13,  Needle-free dermal filler devices used for cosmetic skin treatments are not authorized in Canada and may pose health risks ,Important Safety Information,1.0,Medical Device,Health Canada,Healthcare Professionals,information update,,2019,September,Health product
2554,2019-09-13,  Health Canada assessing NDMA in ranitidine ,Important Safety Information,1.0,Drugs,Health Canada,General Public,information update,,2019,September,Health product
2555,2019-09-12,"  Direct Bilirubin, Total Bilirubin, Uric Acid, Triglycerides GPO Blanketed and Enzymatic Creatinine Reagents (2019-08-14) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2556,2019-09-12,  O-arm system (2019-08-19) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2557,2019-09-12,  Neuro-Fiberscope (2019-08-23) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2558,2019-09-12,  Cooltech (2019-08-30) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2559,2019-09-12,  Nexframe System (2019-08-19) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
