,Date,Item,Issue,Nb_affected_models,Category,Published by,Recall type,Audience,Year,Month,Recall Category
616,2020-08-12,  Thule Sleek Strollers recalled due to possible fall hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,August,Consumer product
617,2020-08-12,  B-Air and BlueDri Blower Fans recalled due to risk of fire hazard ,Fire Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2020,August,Consumer product
618,2020-08-12,"  Crown Darts UK Lawn Dart Sets recalled due to prohibition of sale, importation and advertisement in Canada ",Physical Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2020,August,Consumer product
619,2020-07-30,  Valor H5 series fireplaces recalled due to laceration hazard ,Laceration Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,July,Consumer product
620,2020-07-29,  Dock Edge Ladder recalled due to a laceration hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,July,Consumer product
621,2020-07-29,  Triangle Tube's Prestige Solo & Prestige Excellence Condensing Gas Boilers Recalled to Repair Due to Risk of Carbon Monoxide Poisoning Hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,July,Consumer product
622,2020-07-23,  Home Accents Holiday Artificial Christmas Trees recalled due to risk of Burn or Fire hazard ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,July,Consumer product
623,2020-07-23,  Coolmore 12 foot Super Bounce Trampoline recalled due to risk of injury ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2020,July,Consumer product
624,2020-07-23,  President's Choice® Cordless Electric Kettle recalled due to Burn Hazard ,Burn Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,July,Consumer product
625,2020-07-21,  Bunz Kidz Children's Sleepwear Sets recalled due to flammability hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,July,Consumer product
626,2020-07-16,  Health Canada Advises Canadians to Stop Using and Selling Two Baby's Journey Infant Napper Products ,Product Safety,1.0,Children's Products,Health Canada,public advisory,General Public,2020,July,Consumer product
627,2020-07-16,"  Rocky Mountain Instinct, Instinct BC and Pipeline aluminum mountain bikes recalled due to Fall Hazard ",Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2020,July,Consumer product
628,2020-07-14,  Indiglow LED T8 Lamps recalled due to Injury Hazard ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2020,July,Consumer product
629,2020-07-14,  Dyna-Yard Lanyard recalled due to lack of certification ,Product Safety,1.0,Other,Health Canada,consumer product recall,General Public,2020,July,Consumer product
630,2020-07-09,  DaVinci Bailey Bassinets recalled due to fall or entrapment hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,July,Consumer product
631,2020-07-09,  River of Goods ceiling fans recalled due to Injury Hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,July,Consumer product
632,2020-07-09,  Riveted Mesh Floor Lamp recalled due to risk of fire hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,July,Consumer product
633,2020-06-24,  Miniware Silicone Teething Spoons recalled due to Choking Hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,June,Consumer product
634,2020-06-24,  HOMCOM Portable Bioethanol Fireplaces recalled due to lack of flammable labelling and hazard information ,Chemical Hazard,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,June,Consumer product
635,2020-06-23,  Becca Light Shifter Brightening Concealer recalled due to potential mold contamination ,Product Safety,1.0,Beauty And Personal Care,Health Canada,consumer product recall,General Public,2020,June,Consumer product
636,2020-06-22,  Get ready for this summer’s heat with expert tips! ,Important Safety Information,1.0,Other,Health Canada,information update,General Public,2020,June,Consumer product
637,2020-06-22,  Kinderfeets Pram 2-in-1 Walker recalled due to a choking hazard ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2020,June,Consumer product
638,2020-06-19,  ThreeBond Liquid Gasket recalled due to lack of hazard information ,Chemical Hazard,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,June,Consumer product
639,2020-06-18,  Certain Lochinvar Condensing Gas Boilers and Condensing Gas Combi Boilers recalled due to risk of carbon monoxide poisoning ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,June,Consumer product
640,2020-06-17,  Rainbow® SRX® Vacuums Recalled Due to Fire Hazard ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2020,June,Consumer product
641,2020-06-16,  Decathlon recalls Domyos Pilates Balls due to fall hazard ,Fall Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2020,June,Consumer product
642,2020-06-12,  Carnivora Fresh Frozen Patties for Dogs and Cats recalled due to E.coli contamination ,Microbial Contamination/Contamination,1.0,Other,Health Canada,consumer product recall,General Public,2020,June,Consumer product
643,2020-06-12,  AgMedica Bioscience Inc. recalls 7 lots of Vertical Pomegranate Blueberry and Vertical Lemon Lime cannabis beverages. ,Labelling And Packaging,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2020,June,Consumer product
644,2020-06-12,  J.B. Poitras children's table and stool set recalled due to lead in excess of allowable limit ,Chemical Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,June,Consumer product
645,2020-06-05,  Dexter Industries Rechargeable Battery Packs recalled due to burn hazard ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2020,June,Consumer product
646,2020-06-05,  Belle Chemical Sodium Hydroxide and Potassium Hydroxide recalled due to lack of Bilingual Labelling and Child-Resistant Packaging ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,June,Consumer product
647,2020-05-27,  Various Yamabond chemical products recalled due to lack of bilingual labelling and hazard information ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,May,Consumer product
648,2020-05-25,  Varathane Bar & Table Finish recalled due to lack of labelling information and child-resistant packaging ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,May,Consumer product
649,2020-05-22,  TAURUS Safety Shoes recalled due to a lack of certification ,Product Safety,1.0,Clothing And Accessories,Health Canada,consumer product recall,General Public,2020,May,Consumer product
650,2020-05-21,  CKX Titan and Mission Helmets recalled due to Injury Hazard ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2020,May,Consumer product
651,2020-05-21,  Herman Miller and Design Within Reach Dressers and Cabinets recalled due to tip-over hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,May,Consumer product
652,2020-05-19,"  Satellite City ""Hot Stuff"", Super 'T', and Special 'T' Cyanoacrylate Glues recalled due to lack of Hazard Information and Child-resistant Packaging ",Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,May,Consumer product
653,2020-05-14,  John Deere Attachment Kits for 60 Inch Brooms recalled due to injury hazard ,Product Safety,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2020,May,Consumer product
654,2020-05-14,  SafePlug Model 1202 Controlled Duplex-Receptacle recalled due to fire hazard ,Fire Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2020,May,Consumer product
655,2020-05-14,  Giant Pinner DH and VP Harrier bicycle pedals recalled due to fall hazard ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2020,May,Consumer product
656,2020-05-08,  Pass & Seymour Commercial-Grade Electrical Receptacle recalled due to burn hazard ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2020,May,Consumer product
657,2020-05-07,  Reverse Fleece Hooded Sweatshirt by Noah Clothing LLC recalled due to flammability hazard ,Flammability Hazard,1.0,Clothing And Accessories,Health Canada,consumer product recall,General Public,2020,May,Consumer product
658,2020-05-07,  Lenox 2.5 Quart Tea Kettles by Continuum recalled due to Burn Hazard ,Burn Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,May,Consumer product
659,2020-05-07,  Lifetime Geodome Climber recalled due to chemical hazard ,Chemical Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2020,May,Consumer product
660,2020-05-05,  DEWALT laser distance measurers recalled due to mislabelled power output ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2020,May,Consumer product
661,2020-05-05,  ECHO and Shindaiwa Backpack Blowers recalled due to laceration and impact hazards ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2020,May,Consumer product
662,2020-05-05,"  Protect yourself and your family from poisonings: always read and follow the label directions when using hand sanitizers, disinfectants, household cleaning products and bleaches ",Important Safety Information,1.0,Cannabis/Vaping/Tobacco products,Health Canada,public advisory,General Public,2020,May,Consumer product
663,2020-05-01,  Sterno Home Class II LED Drivers for LED Pathlight Kits recalled due to risk of electric shock ,Product Safety,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2020,May,Consumer product
664,2020-04-23,  Leviton 50-ampere electrical connectors recalled due to electric shock hazard ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2020,April,Consumer product
665,2020-04-23,  LUS Hair Dryer and Diffuser recalled due to risk of electric shock ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,April,Consumer product
666,2020-04-23,  CANVAS Turner Bar Stool Set recalled due to fall hazard ,Fall Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,April,Consumer product
667,2020-04-23,  Sundial Growers Inc. recalls one lot of Top Leaf Strawberry Cream dried cannabis pre-rolls ,Labelling And Packaging,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2020,April,Consumer product
668,2020-04-21,  100 mg/mL Nicotine Base and Nicotine Salt Base Solutions recalled due to risk of poisoning ,Poisoning Hazard,1.0,Specialized Products,Health Canada,consumer product recall,General Public,2020,April,Consumer product
669,2020-04-20,  Bob Smith Industries cyanoacrylate glues recalled due to lack of child-resistant packaging ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,April,Consumer product
670,2020-04-17,  Various Gamblin Artists' Materials recalled due to incorrect labelling and hazard information ,Chemical Hazard,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,April,Consumer product
671,2020-04-16,  Satellite City Hot Stuff cyanoacrylate glue recalled due to lack of hazard information and child-resistant packaging ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,April,Consumer product
672,2020-04-14,  EcoPoxy Liquid Plastic 2:1 and UVPoxy recalled due to lack of hazard information and child-resistant packaging ,Chemical Hazard,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,April,Consumer product
673,2020-04-09,  CHEM-TECH XP Pump System recalled due to chemical hazard ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2020,April,Consumer product
674,2020-04-08,  Bugaboo Soft Wool Blanket and Wool Seat Liner recalled due to a chemical hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,April,Consumer product
675,2020-04-08,  Bellman & Symfon Flash Receiver recalled due to failure to operate ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,April,Consumer product
676,2020-04-06,  MedReleaf Corp. recalls two lots of San Rafael '71 Island Sweet Skunk dried cannabis ,Labelling And Packaging,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2020,April,Consumer product
677,2020-04-02,  Lili Llama Activity Toy recalled due to choking hazard ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2020,April,Consumer product
678,2020-04-01,  Various two-piece children's sleepwear sets by Sporting Life brand recalled due to flammability hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,April,Consumer product
679,2020-03-27,  Homestar Finch three-drawer dresser recalled due to tip-over hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,March,Consumer product
680,2020-03-25,"  Satellite City Hot Stuff, Super T, and Special T Cyanoacrylate Glues recalled due to lack of Hazard Information and Child-resistant Packaging ",Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,March,Consumer product
681,2020-03-23,"  Health Canada warns of the recall of several additional USB chargers due to shock, burn or fire hazards ",Electrical Hazard,1.0,Electronics,Health Canada,information update,General Public,2020,March,Consumer product
682,2020-03-23,  Browning Leather Pistol Holsters recalled due to Injury Hazard ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2020,March,Consumer product
683,2020-03-19,"  Grower's Edge Deluxe and Commercial Vaporizers due to burn, fire or electric shock hazard ",Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2020,March,Consumer product
684,2020-03-19,  Grizzly Children's Tool Kits recalled due to a chemical hazard ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2020,March,Consumer product
685,2020-03-19,  Miles Glass Pitcher with Wood Lid recalled due to laceration hazard ,Laceration Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,March,Consumer product
686,2020-03-19,  Thule Sleek Car Seat Adapter recalled due to Fall Hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,March,Consumer product
687,2020-03-18,  Certain À la cuisine brand electric glass kettles recalled due to burn or fire hazard ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,March,Consumer product
688,2020-03-17,  Various ThreeBond products recalled due to lack of bilingual labelling and hazard information ,Chemical Hazard,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,March,Consumer product
689,2020-03-12,"  Kichler 52"" 5-Blade Indoor Fan recalled due to injury hazard ",Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,March,Consumer product
690,2020-03-12,"  Line 6 Digital Wireless Relay G10, G10S, G10T and G10T USB Cable recalled due to Fire Hazard ",Product Safety,1.0,Electronics,Health Canada,consumer product recall,General Public,2020,March,Consumer product
691,2020-03-06,  Flex I File Plast-I-Weld Solvent Cement recalled due to lack of bilingual labelling and hazard information ,Labelling And Packaging,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,March,Consumer product
692,2020-03-05,  Various pyjamas and dressing gowns recalled due to flammability hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,March,Consumer product
693,2020-03-05,  Camino Floor Lamp recalled due to risk of fire hazard ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,March,Consumer product
694,2020-03-04,  KULLEN 3-drawer chest by IKEA recalled due to tip-over hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,March,Consumer product
695,2020-03-02,  Epson Perfection Scanner AC Power Adapters recalled due to risk of fire hazard ,Fire Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2020,March,Consumer product
696,2020-02-27,  LENNOX ductless single-zone and multi-zone heat pumps recalled due to fire hazard ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,February,Consumer product
697,2020-02-27,  Step2 Little Helper's Shopping CartTM recalled due to injury hazard ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2020,February,Consumer product
698,2020-02-25,  Wedze snowboard bindings recalled due to fall hazard ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2020,February,Consumer product
699,2020-02-19,  Combination Smoke and Carbon Monoxide Detector recalled due to potential failure to operate ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,February,Consumer product
700,2020-02-19,  Expanded Recall: Contigo Kids Cleanable Water Bottles recalled due to choking hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,February,Consumer product
701,2020-02-18,  Ethnic Fashion Doll or Lovely Gal Fashion Doll recalled due to chemical hazard ,Chemical Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2020,February,Consumer product
702,2020-02-17,  Honda Portable Generators recalled due to fire hazard ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,February,Consumer product
703,2020-02-11,  Hoppe's BoreSnake CLP Aerosol recalled due to flammability hazard ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,February,Consumer product
704,2020-02-07,  Citadel Super Glue products recalled due to lack of hazard information and child-resistant packaging ,Chemical Hazard,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,February,Consumer product
705,2020-02-06,  Rawlings Sporting Goods CH MACH Catcher's Helmets recalled due to Injury Hazard ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2020,February,Consumer product
706,2020-02-06,"  Health Canada warns of the recall of several USB wall chargers due to shock, burn or fire hazards ",Electrical Hazard,1.0,Electronics,Health Canada,information update,General Public,2020,February,Consumer product
707,2020-02-03,  Brilliant Brow Gel (Soft Black) recalled due to Mold Contamination ,Product Safety,1.0,Beauty And Personal Care,Health Canada,consumer product recall,General Public,2020,February,Consumer product
708,2020-02-03,  Road Warrior Remote Control Racing Truck recalled due to fire and burn hazards ,Fire Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2020,February,Consumer product
709,2020-01-31,  Various Dreambaby Chelsea Security Gates recalled due to chemical hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,January,Consumer product
710,2020-01-31,  B&B Blinds 1 inch mini-blinds recalled due to a potential strangulation hazard to children ,Strangulation Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,January,Consumer product
711,2020-01-30,"  Pier 1 Desk Chairs, various collections, recalled due to fall hazard ",Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,January,Consumer product
712,2020-01-30,  Randy's Black Label Cleaner recalled due to lack of bilingual labelling and hazard information ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,January,Consumer product
713,2020-01-29,  VARIDESK Stand2Learn Stools recalled due to Fall Hazard ,Fall Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,January,Consumer product
714,2020-01-24,  BTWIN Baby Seat 100 BCLIP for bicycles recalled due to a fall hazard ,Fall Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2020,January,Consumer product
715,2020-01-23,"  Leedsworld, Inc. Spare 10,000 mAh Power Bank recalled due to fire hazard ",Fire Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2020,January,Consumer product
716,2020-01-21,  Imports Dragon recalls Winnie the Pooh plush toy due to potential choking hazard ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2020,January,Consumer product
717,2020-01-14,  Toy Story 4 Backpack in specially-marked Pull-Ups® Plus training pants recalled for inspection for potential inclusion of finishing scissors ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,January,Consumer product
718,2020-01-14,  Thompson's® WaterSeal® Waterproofing Wood Protector recalled due to potential leakage and fire hazard ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2020,January,Consumer product
719,2020-01-13,  Bily® Retractable Safety Gate recalled due to chemical hazard ,Chemical Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,January,Consumer product
720,2020-01-10,  Joe Fresh® Toddler Girls' Winter Hat recalled due to choking hazard ,Choking Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2020,January,Consumer product
721,2020-01-08,  Janod Looping Bead Maze recalled due to a choking hazard ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2020,January,Consumer product
722,2020-01-07,  Mugshare 16oz Bamboo Fiber Cup recalled due to burn hazard ,Burn Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2020,January,Consumer product
723,2020-01-06,  Fujitsu LIFEBOOK E744 recalled due to fire hazard ,Fire Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2020,January,Consumer product
724,2019-12-31,  Royal Oak Charcoal Lighter Premium Odorless Fluid recalled due to lack of bilingual labelling and hazard information ,Labelling And Packaging,1.0,Chemicals,Health Canada,consumer product recall,General Public,2019,December,Consumer product
725,2019-12-30,"  Yardworks, Yard Machines and Troy-Bilt Snow Throwers [recall originally posted by MTD in 2006] recalled due to risk of injury ",Laceration Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,December,Consumer product
726,2019-12-30,  Various Gongshow brand children's hoodies and sweatshirts with drawstrings recalled due to strangulation hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
727,2019-12-20,  Various children's upper outerwear with drawstrings recalled due to strangulation hazard ,Strangulation Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
728,2019-12-20,  Health Canada advises Canadians about an unregistered pest control product on the market ,Unauthorized Products/Device,1.0,Household Items,Health Canada,information update,General Public,2019,December,Consumer product
729,2019-12-19,  Pelican 3315R and 3315R-RA (Right Angle) Flashlights and Lithium Rechargeable Battery Packs recalled due to a fire hazard ,Fire Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
730,2019-12-19,  Kid's Ark children's hooded sweaters with drawstrings recalled due to strangulation hazard ,Strangulation Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
731,2019-12-19,  Teammachine SLR01 DISC Bicycles and Framesets recalled due to fall hazard ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2019,December,Consumer product
732,2019-12-19,  Toysmith Light Up Magic Wand recalled due to choking and ingestion hazard ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,December,Consumer product
733,2019-12-18,  Chadwick 5-drawer wooden chests recalled due to tip over and entrapment hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,December,Consumer product
734,2019-12-17,  Various children's jackets with drawstrings recalled due to entanglement hazard ,Strangulation Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
735,2019-12-17,  Various children's jackets with drawstrings recalled due to strangulation hazard ,Strangulation Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
736,2019-12-17,  Zenabis Ltd. recalls one lot of Namaste CBD Light gelcaps cannabis oil capsules ,Labelling And Packaging,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
737,2019-12-13,  Air exchangers recalled due to a fire hazard ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
738,2019-12-13,  Nununu children's clothing with drawstrings recalled due to a strangulation and dragging risk ,Strangulation Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
739,2019-12-12,  Yamaha EF2000iS Portable Generator recalled due to fire hazard ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
740,2019-12-11,  MR. STEAK™ four-burner and five-burner gas grills recalled due to fire hazard ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,December,Consumer product
741,2019-12-10,  ECOXGEAR EcoBoulder Speakers recalled due to injury hazard ,Product Safety,1.0,Electronics,Health Canada,consumer product recall,General Public,2019,December,Consumer product
742,2019-12-10,  Bestine® Solvent and Thinner recalled due to lack of bilingual labelling and hazard information ,Chemical Hazard,1.0,Chemicals,Health Canada,consumer product recall,General Public,2019,December,Consumer product
743,2019-12-10,  Various Children's Warm-up Jackets recalled due to entanglement hazard ,Physical Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
744,2019-12-06,  Btwin bike carrier adaptor bar recalled due to risk of injury ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2019,December,Consumer product
745,2019-12-05,  Bendable Snowman 3 Pack Recalled due to injury hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,December,Consumer product
746,2019-12-05,  DaVinci Bailey Bassinet recalled due to fall hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
747,2019-12-05,  Surly Bicycle Racks recalled due to crash or injury hazard ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2019,December,Consumer product
748,2019-12-05,  Pelican 9410 and 9415 Industrial Flashlights and Battery Packs recalled due to explosion of the NiMh battery packs while charging ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
749,2019-12-03,  Velvet jacket recalled due to strangulation hazard ,Strangulation Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,December,Consumer product
750,2019-11-27,  Ultra Performance LED Solar 200 Lumen Motion Light recalled due to fire hazard ,Fire Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,November,Consumer product
751,2019-11-26,  Cutek Extreme recalled due to incorrect labelling and hazard information ,Chemical Hazard,1.0,Chemicals,Health Canada,consumer product recall,General Public,2019,November,Consumer product
752,2019-11-21,  SCARPA Maestrale ski boots recalled due to injury or fall hazard ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2019,November,Consumer product
753,2019-11-19,"  Mastercraft Maximum Zirconium Flap Discs, 4-1/2 inch recalled due to laceration hazard ",Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,November,Consumer product
754,2019-11-19,  Racine Carrée children's clothing with drawstrings recalled due to strangulation hazard ,Strangulation Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,November,Consumer product
755,2019-11-18,  Mastercraft Construction Heater recalled due to fire hazard ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,November,Consumer product
756,2019-11-18,  Various children's jackets with drawstrings recalled due to strangulation hazard ,Strangulation Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,November,Consumer product
757,2019-11-18,  Sportmask model T3 in size medium recalled due to injury hazard ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2019,November,Consumer product
758,2019-11-14,  Skacel FlipStix Knitting Needles recalled due to Laceration Hazard ,Product Safety,1.0,Hobby And Craft Items,Health Canada,consumer product recall,General Public,2019,November,Consumer product
759,2019-11-12,  Hooey Youth Sweatshirts with Drawstrings recalled due to strangulation hazard ,Strangulation Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,November,Consumer product
760,2019-11-07,  Series I Power Adapter for Skylight Digital Photo Frame recalled due to risk of electric shock ,Electrical Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2019,November,Consumer product
761,2019-11-07,  Meguiar's Hot ShineTM Tire Spray recalled due to incorrect labelling and hazard information ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2019,November,Consumer product
762,2019-11-05,  Poopsie Cutie Tooties Surprise recalled due to chemical hazard ,Chemical Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,November,Consumer product
763,2019-11-01,"  That's Not My Monkey, That's Not My Mermaid, That's Not My Giraffe, and That's Not My Squirrel books recalled due to mould ",Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,November,Consumer product
764,2019-10-31,  John Deere Compact Utility Tractors recalled due to a possible injury hazard ,Product Safety,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2019,October,Consumer product
765,2019-10-31,  Halloween Light-Up Skeleton and El Masks recalled due to potential burn hazard ,Product Safety,1.0,Clothing And Accessories,Health Canada,consumer product recall,General Public,2019,October,Consumer product
766,2019-10-29,  Aphria Inc. recalls one lot of Good Supply Royal Highness dried cannabis ,Labelling And Packaging,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2019,October,Consumer product
767,2019-10-29,  DeWALT Utility Bars recalled due to Injury Hazard ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,October,Consumer product
