,Date,Item,Nb_affected_models,Category,Published by,Audience,Recall class,Recall type,Year,Month,Recall Category,Sub Issue,Food_Issue
483,2021-02-27,  Goldroast brand Instant Nutritious Cereal – Original Flavour recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,February,Food,Allergen - Milk,Allergen
484,2021-02-25,  GluteNull brand Goji Berries & Chocolate Cookies recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2021,February,Food,Allergen - Milk,Allergen
485,2021-02-20,  Soupin' It Up brand Soup Mixes recalled due to undeclared sulphites ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2021,February,Food,Allergen - Sulphites,Allergen
486,2021-02-20,  Happy Veggie World brand Vege Meatball recalled due to undeclared wheat ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2021,February,Food,Allergen - Wheat,Allergen
487,2021-02-19,  unbun brand untortillas recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,February,Food,Allergen - Egg,Allergen
488,2021-02-19,  Valentine Eruption Cake sold by Save-On-Foods recalled due to undeclared almonds and walnuts ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,February,Food,Allergen - Tree Nut,Allergen
489,2021-02-15,  Lean Ground Beef and Extra Lean Ground Beef recalled due to pieces of plastic ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2021,February,Food,Extraneous Material,Extraneous Material
490,2021-02-10,  One Ocean brand Sliced Smoked Wild Sockeye Salmon recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,February,Food,Microbiological - Listeria,Microbiological Contamination
491,2021-02-08,  Pastene brand Green Olives Sliced recalled due to container integrity defects ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2021,February,Food,Other,Other
492,2021-02-03,  Casa Italia brand Soppressata Piccante Salami recalled due to possible spoilage ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 3,notification,2021,February,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
493,2021-02-01,  Panache brand Sweet Onion Poppy Seed Dressing recalled due to spoilage ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2021,February,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
494,2021-02-01,  Rougié brand Duck Foie Gras recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2021,February,Food,Allergen - Milk,Allergen
495,2021-02-01,  Solstice Ciderworks brand Ciders recalled due to leaking cans ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2021,February,Food,Microbiological - Other,Microbiological Contamination
496,2021-02-01,  One Degree Organic Foods brand Gluten Free Sprouted Rolled Oats recalled due to packaging integrity defects and rancidity ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2021,February,Food,Other,Other
497,2021-02-01,  ST. DALFOUR brand Deluxe Chestnut Spread recalled due to pieces of glass ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2021,February,Food,Extraneous Material,Extraneous Material
498,2021-02-01,  Obiji brand Palm Oil recalled due to Sudan IV ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2021,February,Food,Chemical,Other
499,2021-01-29,  Certain recalled Isagenix brand products being sold through various internet sites may be unsafe due to over-fortification of vitamins ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,January,Food,Other,Other
500,2021-01-28,  Selection brand Baby Dill with Garlic Pickles recalled due to pieces of glass ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2021,January,Food,Extraneous Material,Extraneous Material
501,2021-01-27,  One Ocean brand Sliced Smoked Wild Sockeye Salmon recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,January,Food,Microbiological - Listeria,Microbiological Contamination
502,2021-01-26,  Piller's brand Smoked Turkey Breast recalled due to pieces of plastic ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2021,January,Food,Extraneous Material,Extraneous Material
503,2021-01-26,  Maynila's Choice brand Fish Balls recalled due to improperly declared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2021,January,Food,Allergen - Egg,Allergen
504,2021-01-22,  Clover Leaf brand Sardines Boneless Fillets - Garlic & Chive in Oil and Sardines Boneless Fillets - Smoked Jalapeño in Oil recalled due to potential presence of dangerous bacteria ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2021,January,Food,Microbiological - Other,Microbiological Contamination
505,2021-01-20,  Taidian brand Xiaolong Bun recalled due to undeclared oyster and wheat ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2021,January,Food,"Allergen - Crustacean/Shellfish, Allergen - Gluten, Allergen - Wheat",Allergen
506,2021-01-19,  St. Francis Herb Farm 52 Fields brand Coconut Oil and Ghee recalled due to mould and bacteria ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2021,January,Food,"Microbiological - Non harmful (Quality/Spoilage), Microbiological - Other",Microbiological Contamination
507,2021-01-18,  Farma Elassonas brand P.D.O Kefalograviera (Cheese) recalled due to generic E. coli ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2021,January,Food,Microbiological - Other,Microbiological Contamination
508,2021-01-16,  Amy's brand Golden Lentil Dal Soup recalled due to undeclared egg protein ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,January,Food,Allergen - Egg,Allergen
509,2021-01-15,  Merrylady brand Chocolate and Orange Non-Dairy Whip Topping recalled due to the presence of milk ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,January,Food,Allergen - Milk,Allergen
510,2021-01-15,  Wang Korea brand sweet rice pancake products recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,January,Food,Allergen - Egg,Allergen
511,2021-01-15,  Farm Boy brand Marinated Teriyaki Chicken recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2021,January,Food,Allergen - Milk,Allergen
512,2021-01-14,  Harvest brand Polish Sausages may be unsafe due to undercooking ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2021,January,Food,Other,Other
513,2021-01-14,  7-Eleven brand Subs recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2021,January,Food,Microbiological - Listeria,Microbiological Contamination
514,2021-01-13,  HJD brand gluten-free Sprouted Multi Grain recalled due to the presence of barley ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2021,January,Food,Allergen - Gluten,Allergen
515,2021-01-11,  Piller's brand Oven Roasted Turkey Breast recalled due to pieces of plastic ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2021,January,Food,Extraneous Material,Extraneous Material
516,2021-01-09,  Belle Grove brand Whole White Mushrooms recalled due to potential presence of dangerous bacteria ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,January,Food,Microbiological - Clostridium botulinum,Microbiological Contamination
517,2021-01-08,  Minhas Craven brand Pina Colada alcoholic beverage recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2021,January,Food,Allergen - Milk,Allergen
518,2021-01-08,  Various brands of Pizza Snacks recalled due to pieces of metal ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2021,January,Food,Extraneous Material,Extraneous Material
519,2021-01-08,  NW Pepperoni recalled due to pieces of metal ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2021,January,Food,Extraneous Material,Extraneous Material
520,2020-12-23,  Searay Foods Inc. brand Grouper recalled due to leucomalachite green ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2020,December,Food,Chemical,Other
521,2020-12-22,"  Certain Assala, Compliments, The Deli-Shop, and Levitts brands deli meat products recalled due to Listeria monocytogenes ",1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,December,Food,Microbiological - Listeria,Microbiological Contamination
522,2020-12-22,"  Madame Labriski brand The Bomba Rosa Log recalled due to undeclared soy, eggs, milk, sesame, nuts and peanuts ",1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,December,Food,"Allergen - Egg, Allergen - Milk, Allergen - Peanut, Allergen - Sesame Seeds, Allergen - Soy, Allergen - Tree Nut",Allergen
523,2020-12-14,  Rougié Sarlat brand Terrine of Duck Foie Gras recalled due to undeclared gluten and wheat ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,December,Food,"Allergen - Gluten, Allergen - Wheat",Allergen
524,2020-12-12,  Eggs from Hilly Acres Farm recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,December,Food,Microbiological - Salmonella,Microbiological Contamination
525,2020-11-29,  Certain Kawartha Dairy brand ice cream products recalled due to possible presence of pieces of metal ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,November,Food,Extraneous Material,Extraneous Material
526,2020-11-28,  Fresh Attitude brand Baby Spinach recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,November,Food,Microbiological - Salmonella,Microbiological Contamination
527,2020-11-28,  Certain Metro brand products recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,November,Food,Microbiological - Salmonella,Microbiological Contamination
528,2020-11-28,  Gelsius brand IQF Sliced White Apples and IQF Diced Apples recalled due to undeclared sulphites ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,November,Food,Allergen - Sulphites,Allergen
529,2020-11-27,  Fresh Attitude brand Baby Spinach recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,November,Food,Microbiological - Salmonella,Microbiological Contamination
530,2020-11-26,  Farm Boy brand Deluxe Chocolate Brownie Mix recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,November,Food,Allergen - Milk,Allergen
531,2020-11-26,"  Bottled beef and Bottled chicken made by Robert Waite, sold with no labels, may be unsafe due to potential presence of dangerous bacteria ",1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,November,Food,Microbiological - Clostridium botulinum,Microbiological Contamination
532,2020-11-26,  Fresh Attitude brand Baby Spinach recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,November,Food,Microbiological - Salmonella,Microbiological Contamination
533,2020-11-24,  Certain Isagenix brand Isalean products may be unsafe due to over-fortification of vitamins ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,November,Food,Other,Other
534,2020-11-19,  Montana's brand Salisbury Meat Pot Pie recalled due to mould ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2020,November,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
535,2020-11-14,  Isagenix brand Isalean Whole Blend plant-based shake Banana Bread Flavour may be unsafe due to over-fortification of minerals ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,November,Food,Other,Other
536,2020-11-13,  Amour & Tradition brand fondues recalled due to undeclared wheat ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,November,Food,"Allergen - Gluten, Allergen - Wheat",Allergen
537,2020-11-12,  Alwatania brand Halva Extra recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,November,Food,Microbiological - Salmonella,Microbiological Contamination
538,2020-11-07,  Sharwood's brand Tikka Curry Paste recalled due to undeclared mustard ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,November,Food,Allergen - Mustard,Allergen
539,2020-11-07,  Certain Isagenix brand Isalean products may be unsafe due to over-fortification of vitamins ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,November,Food,Other,Other
540,2020-11-06,  Bake My Day brand Chicken Pot Pie recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,November,Food,Allergen - Egg,Allergen
541,2020-10-31,  Certain Isagenix brand Isalean Bars may be unsafe due to over fortification of vitamins ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,October,Food,Other,Other
542,2020-10-30,  Alwatania brand Halva Extra recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,October,Food,Microbiological - Salmonella,Microbiological Contamination
543,2020-10-15,  Alwatania brand Liquid Tahina recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,October,Food,Microbiological - Salmonella,Microbiological Contamination
544,2020-10-14,  Raschera DOP (cheese) recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,October,Food,Microbiological - Salmonella,Microbiological Contamination
545,2020-10-14,  Adar brand Schmaltz Herring in Oil recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,October,Food,Microbiological - Listeria,Microbiological Contamination
546,2020-10-11,  Alwatania brand Liquid Tahina may be unsafe due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,October,Food,Microbiological - Salmonella,Microbiological Contamination
547,2020-10-10,  Certain Trinity Bakeshop Ltd. brand bakery products recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,October,Food,Microbiological - Salmonella,Microbiological Contamination
548,2020-10-08,  Shandaph brand Oysters recalled due to generic E. coli ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2020,October,Food,Microbiological - Other,Microbiological Contamination
549,2020-10-01,"  Sunsprout brand Micro – Greens, Alfalfa recalled due to Salmonella ",1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,October,Food,Microbiological - Salmonella,Microbiological Contamination
550,2020-09-25,  Butchers Choice brand Medium Ground Beef Butcher Pack recalled due to pieces of plastic ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2020,September,Food,Extraneous Material,Extraneous Material
551,2020-09-25,  Happy Planet brand Berkeley Butternut Squash Soup and Thai Coconut Soup recalled due to spoilage ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2020,September,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
552,2020-09-24,  Shirakiku brand Black Fungus (Kikurage) recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,food recall warning,2020,September,Food,Microbiological - Salmonella,Microbiological Contamination
553,2020-09-24,  Certain Manila clams may be unsafe due to a marine biotoxin which causes Paralytic Shellfish Poisoning (PSP) ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,September,Food,Marine Biotoxin,Other
554,2020-09-24,  PC brand chicken strips – gluten free recalled due to undeclared gluten/wheat ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,September,Food,"Allergen - Gluten, Allergen - Wheat",Allergen
555,2020-09-22,"  Sunsprout brand Micro – Greens, Alfalfa & Onion and Alfalfa & Radish recalled due to Salmonella ",1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,September,Food,Microbiological - Salmonella,Microbiological Contamination
556,2020-09-22,  Certain Manila clams may be unsafe due to a marine biotoxin which causes Paralytic Shellfish Poisoning ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,September,Food,Marine Biotoxin,Other
557,2020-09-19,  Sprouts Alive brand and Sunsprout brand Micro – Greens Alfalfa recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,September,Food,Microbiological - Salmonella,Microbiological Contamination
558,2020-09-18,  Kootenay Co-op brand beef sausages and burgers recalled due to possible presence of pieces of metal and plastic ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,September,Food,Extraneous Material,Extraneous Material
559,2020-09-18,  PC Blue Menu brand Artichoke & Asiago Dip recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,September,Food,Allergen - Egg,Allergen
560,2020-09-17,"  Certain Goodfood brand Roasted Sweet Potato Power Bowls recalled due to undeclared almonds, pecans, wheat and gluten ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,September,Food,"Allergen - Tree Nut, Allergen - Wheat, Gluten",Allergen
561,2020-09-03,  Frank brand Milk Chocolate Covered Raisins recalled due to undeclared peanut ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2020,September,Food,Allergen - Peanut,Allergen
562,2020-08-31,  PC brand chicken strips - gluten free recalled due to undeclared gluten/wheat ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,August,Food,"Allergen - Gluten, Allergen - Wheat",Allergen
563,2020-08-29,  Possible undeclared gluten in PC brand chicken strips – gluten free ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,August,Food,Gluten,Allergen
564,2020-08-24,  Brandt brand mini spicy cheese sausage recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,August,Food,Microbiological - Listeria,Microbiological Contamination
565,2020-08-22,  Fresh imported peaches recalled by Prima Wawona may be unsafe due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,August,Food,Microbiological - Salmonella,Microbiological Contamination
566,2020-08-21,  Summ! brand Chicken Gyoza Dumplings recalled due to pieces of bone ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2020,August,Food,Extraneous Material,Extraneous Material
567,2020-08-19,  OKF brand Rice Milk Original recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,August,Food,Allergen - Milk,Allergen
568,2020-08-19,  Pengsheng brand Oil Preserved Cabbage Leaf recalled due to undeclared sesame ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,August,Food,Allergen - Sesame Seeds,Allergen
569,2020-08-12,  Galleria Supermarket brand Prepared Meals recalled due to pieces of plastic ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2020,August,Food,Extraneous Material,Extraneous Material
570,2020-08-07,  Jim M. Koo Produce brand Yellow and Red Onions recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,notification,2020,August,Food,Microbiological - Salmonella,Microbiological Contamination
571,2020-08-07,  Sobeys brand Herb Marinade recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,notification,2020,August,Food,Microbiological - Salmonella,Microbiological Contamination
572,2020-08-05,"  Imperial Fresh brand Onion white diced 3/8"" recalled due to Salmonella ",1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,notification,2020,August,Food,Microbiological - Salmonella,Microbiological Contamination
573,2020-07-30,  Red onions imported from the USA by Sysco in Western Canada recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,July,Food,Microbiological - Salmonella,Microbiological Contamination
574,2020-07-29,  Grimm's Fine Foods brand Grimm's Bavarian Bacon & Cheddar Smokies recalled due to pieces of metal ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2020,July,Food,Extraneous Material,Extraneous Material
575,2020-07-28,  Selection brand Chocolate Drink Mix recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,July,Food,Allergen - Milk,Allergen
576,2020-07-28,  Eska brand Natural Spring Water recalled due to pieces of plastic ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2020,July,Food,Extraneous Material,Extraneous Material
577,2020-07-15,  President's Choice brand Beefless Undeniable Burgers recalled due to presence of pieces of wood ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2020,July,Food,Extraneous Material,Extraneous Material
578,2020-07-08,  Selection brand Chocolate Drink Mix recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,July,Food,Allergen - Milk,Allergen
579,2020-07-07,  Gourmet Sauvage and Forbes Wild Foods brand mustard products recalled due to undeclared sulphites ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2020,July,Food,Allergen - Sulphites,Allergen
580,2020-07-06,  Gourmet Sauvage brand mustard products recalled due to undeclared sulphites ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,July,Food,Allergen - Sulphites,Allergen
581,2020-06-30,  OKF brand Rice Drink Original recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,June,Food,Allergen - Milk,Allergen
582,2020-06-29,  Fresh Express brand salad products recalled due to Cyclospora ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,June,Food,Microbiological - Other,Microbiological Contamination
583,2020-06-28,  Salad products recalled due to Cyclospora ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,June,Food,Microbiological - Other,Microbiological Contamination
584,2020-06-22,  Mampster brand and Super Vege brand Old Fashion Punjabi Biscuits and Fresh Cookies recalled due to off odour and off taste ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2020,June,Food,Other,Other
585,2020-06-22,  Best-before and expiration dates of foods: what you should know ,1.0,Not Categorized,Health Canada,General Public,Class 1,public advisory,2020,June,Food,Microbiological - Other,Microbiological Contamination
586,2020-06-19,  Certain sweetened dried cranberries recalled due to E. coli O157:H7 ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,June,Food,Microbiological - E. coli O157:H7,Microbiological Contamination
587,2020-06-15,  Mini Smoked Farmer Sausage recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,June,Food,Microbiological - Listeria,Microbiological Contamination
588,2020-05-24,  iChoc brand Vegan Bars may contain improperly declared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,May,Food,Allergen - Milk,Allergen
589,2020-05-23,  Various Healthy Choice brand Breakfast Power Bowls recalled due to rocks ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2020,May,Food,Extraneous Material,Extraneous Material
590,2020-05-12,  Joe's Gluten-Free Foods brand Potato & Onion Perogies recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,May,Food,Allergen - Milk,Allergen
591,2020-05-08,  Ruffles brand Onion Flavoured Dip and Ranch Flavoured Dip recalled due to mould ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2020,May,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
592,2020-05-05,  Ruffles brand Hot Wings Potato Chips recalled due to undeclared mustard ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,May,Food,Allergen - Mustard,Allergen
593,2020-04-30,  Uncooked Crispy chicken fritters recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,April,Food,Microbiological - Salmonella,Microbiological Contamination
594,2020-04-30,  Pearl's Perogies brand Homemade (Style) Perogies recalled due to undeclared tartrazine ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2020,April,Food,Allergen - Other,Allergen
595,2020-04-21,  St. Francis Herb Farm brand Organic Raw Virgin Coconut Oil recalled due to mould ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2020,April,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
596,2020-04-14,  Great Value brand Spaghetti Marinara recalled due to undeclared milk and sulphites ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2020,April,Food,"Allergen - Milk, Allergen - Sulphites",Allergen
597,2020-04-09,  Joe's Gluten-Free Foods brand Potato & Onion Perogies recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,April,Food,Allergen - Milk,Allergen
598,2020-03-27,  No brand and Goraesa (Korean characters only) brand fish cakes recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,March,Food,Allergen - Milk,Allergen
