,Unnamed: 0,Date,Item,Brand,Product,Issue,Nb_affected_models,Alert / recall type,Category,Companies,Published by,Audience,Recall type,Recall class,Starting date:,Posting date:,Type of communication:,Subcategory:,Source of recall:,Issue:,Audience:,Identification number:,Hazard classification:
961,0,2020-05-01,"
  BD PCEA Administration Set (2020-04-08) 
",,,,,,,,,,health product recall,,"April 8, 2020","May 1, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72933,Type II
962,0,2020-05-01,"
  TRAUMA DIAGNOST (2020-04-13) 
",,,,,,,,,,health product recall,,"April 13, 2020","May 1, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72935,Type III
963,0,2020-05-01,"
  AQT90 (2020-04-05) 
",,,,,,,,,,health product recall,,"April 5, 2020","May 1, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72937,Type II
964,0,2020-05-01,"
  Vanguard Knee System & RingLoc Hip System (2020-04-15) 
",,,,,,,,,,health product recall,,"April 15, 2020","May 1, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72939,Type II
965,0,2020-05-01,"
  Ellex Solo-A (2020-04-03) 
",,,,,,,,,,health product recall,,"April 3, 2020","May 1, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72941,Type II
966,0,2020-05-01,"
  Optilite Analyser (2020-04-09) 
",,,,,,,,,,health product recall,,"April 9, 2020","May 1, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72943,Type III
967,0,2020-05-01,"
  Carescape One (2020-04-13) 
",,,,,,,,,,health product recall,,"April 13, 2020","May 1, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72945,Type II
968,0,2020-05-01,"
  Formula 418 Renal Balloon-Expandable Stent (2020-04-14) 
",,,,,,,,,,health product recall,,"April 14, 2020","May 1, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72947,Type II
969,0,2020-05-01,"
  Restoration Anatomic Shell (2020-04-16) 
",,,,,,,,,,health product recall,,"April 16, 2020","May 1, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72949,Type II
970,0,2020-05-01,"
  Philips HeartStart MRx Monitor/Defibrillator (2020-04-14) 
",,,,,,,,,,health product recall,,"April 14, 2020","May 1, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72951,Type III
971,0,2020-05-01,"
  Clinical trial looking at the potential use of convalescent plasma to treat COVID-19 
",,,,,,,,,,public advisory,,"May 1, 2020",,Advisory,Biologic/vaccine,Health Canada,Supply,General Public,RA-72957,
972,0,2020-05-01,"
  Axid (nizatidine) drug recalled due to presence of NDMA 
",,,,,,,,,,public advisory,,"May 1, 2020",,Advisory,Drugs,Health Canada,Quality,General Public,RA-72963,
973,0,2020-04-29,"
  Lifeline & Reviver View AED (2020-04-20) 
",,,,,,,,,,health product recall,,"April 20, 2020","April 29, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72893,Type I
974,0,2020-04-29,"
  BD PosiFlush XS 10 mL (2020-04-17) 
",,,,,,,,,,health product recall,,"April 17, 2020","April 29, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72895,Type I
975,0,2020-04-29,"
  PICC Line Insertion Kit GRH-LF & Pacemaker PK SHSC-LF (2020-04-21) 
",,,,,,,,,,health product recall,,"April 21, 2020","April 29, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72897,Type I
976,0,2020-04-29,"
  Importation of US-Labelled Vecuronium Bromide for Injection due to Shortage of Neuromuscular Blocker Products 
",,,,,,,,,,health professional risk communication,,"April 29, 2020",,Dear Healthcare Professional Letter,Drugs,Health Canada,"Important Safety Information, Labelling and Packaging","Healthcare Professionals, Hospitals",RA-72901,
977,0,2020-04-29,"
  Importation of US-Labelled QUELICIN (succinylcholine chloride injection) due to Shortage of Canadian-labelled QUELICIN 
",,,,,,,,,,health professional risk communication,,"April 29, 2020","April 29, 2020",Dear Healthcare Professional Letter,Drugs,Health Canada,"Important Safety Information, Supply",Healthcare Professionals,RA-72905,
978,0,2020-04-29,"
  Importation of US-Labelled Rocuronium Bromide Injection Due to Shortage of Canadian-labelled Rocuronium 
",,,,,,,,,,health professional risk communication,,"April 29, 2020","April 29, 2020",Dear Healthcare Professional Letter,Drugs,Health Canada,"Product Safety, Important Safety Information","Healthcare Professionals, Hospitals",RA-72907,
979,0,2020-04-29,"
  Importation of US-Labelled Pancuronium Bromide Injection Due to Shortage of Neuromuscular Blocker Products 
",,,,,,,,,,health professional risk communication,,"April 29, 2020","April 29, 2020",Dear Healthcare Professional Letter,Drugs,Health Canada,"Labelling and Packaging, Important Safety Information","Healthcare Professionals, Hospitals",RA-72911,
980,0,2020-04-29,"
  AXID (2020-04-29) 
",,,,,,,,,,health product recall,,"April 29, 2020",,Drug Recall,Drugs,Health Canada,Product Safety,"General Public, Healthcare Professionals, Hospitals",RA-72959,Type I
981,0,2020-04-25,"
  Chloroquine and hydroxychloroquine can have serious side effects. These drugs should be used only under the supervision of a physician. 
",,,,,,,,,,information update,,"April 25, 2020","April 25, 2020",Information Update,Drugs,Health Canada,Important Safety Information,"General Public, Healthcare Professionals",RA-72885,
982,0,2020-04-24,"
  V60 Ventilator, Symbols Only, with C-Flex and Avaps Option (2020-03-12) 
",,,,,,,,,,health product recall,,"March 12, 2020","April 24, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72847,Type II
983,0,2020-04-24,"
  GEM anastomotic coupler (2020-03-09) 
",,,,,,,,,,health product recall,,"March 9, 2020","April 24, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72849,Type III
984,0,2020-04-24,"
  Syngo.Plaza (2020-03-17) 
",,,,,,,,,,health product recall,,"March 17, 2020","April 24, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72851,Type II
985,0,2020-04-24,"
  Atellica CH A-LYTE Integrator Multisensor (2020-03-27) 
",,,,,,,,,,health product recall,,"March 27, 2020","April 24, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72853,Type III
986,0,2020-04-24,"
  AutoMate 2500 System (2020-03-26) 
",,,,,,,,,,health product recall,,"March 26, 2020","April 24, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72857,Type II
987,0,2020-04-24,"
  Dimension Vista System, Dimension Xpand System & Dimension Exl System - Total Bilirubin Assay (2020-02-21) 
",,,,,,,,,,health product recall,,"February 21, 2020","April 24, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72859,Type III
988,0,2020-04-24,"
  Test Thrombin Reagent (2020-04-03) 
",,,,,,,,,,health product recall,,"April 3, 2020","April 24, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72861,Type III
989,0,2020-04-24,"
  Cobas Infinity Central Lab (2020-04-03) 
",,,,,,,,,,health product recall,,"April 3, 2020","April 24, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72863,Type III
990,0,2020-04-24,"
  TiLoop Mesh (2020-04-10) 
",,,,,,,,,,health product recall,,"April 10, 2020","April 24, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72865,Type II
991,0,2020-04-24,"
  IPS E.max ZirCAD CER/inLab LT A1 C17/5 (2020-04-06) 
",,,,,,,,,,health product recall,,"April 6, 2020","April 24, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72867,Type III
992,0,2020-04-24,"
  Coagulation Factor V Deficient Plasma (2020-04-04) 
",,,,,,,,,,health product recall,,"April 4, 2020","April 24, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72869,Type III
993,0,2020-04-24,"
  Poches a Sang Quadruple (2020-04-09) 
",,,,,,,,,,health product recall,,"April 9, 2020","April 24, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72871,Type III
994,0,2020-04-24,"
  Amended: Betaderm Ointment (2020-03-23) 
",,,,,,,,,,health product recall,,"April 24, 2020",,Drug Recall,Drugs,Health Canada,Product Safety,"General Public, Healthcare Professionals, Hospitals",RA-72891,Type III
995,0,2020-04-23,"
  Acetylcysteine Injection (2020-04-23) 
",,,,,,,,,,health product recall,,"April 23, 2020",,Drug Recall,Drugs,Health Canada,Product Safety,"General Public, Healthcare Professionals, Hospitals",RA-72887,Type III
996,0,2020-04-21,"
  EZ PRO Swab Kit (2020-04-11) 
",,,,,,,,,,health product recall,,"April 11, 2020","April 21, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72875,Type II
997,0,2020-04-21,"
  Marvelon 21 (2020-04-21) 
",,,,,,,,,,health product recall,,"April 21, 2020",,Drug Recall,Drugs,Health Canada,Product Safety,"General Public, Healthcare Professionals, Hospitals",RA-72881,Type II
998,0,2020-04-17,"
  HiRes Ultra CI HiFocus MS & SlimJ Electrode and HiRes Ultra 3D CI with Hi Focus MS & SlimJ Electrode (2020-02-18) 
",,,,,,,,,,health product recall,,"February 18, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72773,Type II
999,0,2020-04-17,"
  Sensor Guidewire (2020-03-09) 
",,,,,,,,,,health product recall,,"March 9, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72775,Type II
0,0,2020-04-17,"
  PreludeSYNC Distal Radial Compression Device (2020-03-13) 
",,,,,,,,,,health product recall,,"March 13, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72777,Type II
1,0,2020-04-17,"
  Clinical management support: Known interference between Hemlibra® (emicizumab injection) and lab assays used to diagnose coagulopathy / DIC caused by COVID-19 infection 
",,,,,,,,,,health professional risk communication,,"April 17, 2020","April 17, 2020",Dear Healthcare Professional Letter,Biologic/vaccine,Health Canada,Important Safety Information,Healthcare Professionals,RA-72779,
2,0,2020-04-17,"
  Fresenius 2008T Hemodialysis System with CDX (2020-03-12) 
",,,,,,,,,,health product recall,,"March 12, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72783,Type III
3,0,2020-04-17,"
  VITROS Immunodiagnostic Products TT4 Reagent Pack (2020-03-16) 
",,,,,,,,,,health product recall,,"March 16, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72785,Type III
4,0,2020-04-17,"
  Normal Range Trace Elements (2020-03-13) 
",,,,,,,,,,health product recall,,"March 13, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72787,Type III
5,0,2020-04-17,"
  MassTox Reagent Kit LC-MS/MS Anal of Antidepres/Neuroleptic in Serum/Plasma (2020-03-12) 
",,,,,,,,,,health product recall,,"March 12, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72789,Type II
6,0,2020-04-17,"
  SensaVue (2020-03-18) 
",,,,,,,,,,health product recall,,"March 18, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72791,Type III
7,0,2020-04-17,"
  Autolith Lithotripter System - Probes (2020-03-16) 
",,,,,,,,,,health product recall,,"March 16, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72797,Type II
8,0,2020-04-17,"
  CCU, Modular, X-Link, Intl, CE (2020-01-20) 
",,,,,,,,,,health product recall,,"January 20, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72799,Type III
9,0,2020-04-17,"
  FOOTPRINT Ultra PK Suture Anchor,4.5mm; 5.5mm (2020-03-19) 
",,,,,,,,,,health product recall,,"March 19, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72801,Type II
10,0,2020-04-17,"
  Corflo-Max PEG Kit Pull (2020-03-19) 
",,,,,,,,,,health product recall,,"March 19, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72803,Type II
11,0,2020-04-17,"
  ADVIA Chemistry System-Inorganic Phosphorus (IP) and (PI_C) Assay and Atellica Ch Inorganic Phosphorus (2020-03-30) 
",,,,,,,,,,health product recall,,"March 30, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72805,Type III
12,0,2020-04-17,"
  Central Water Plant (CWP) Reverse Osmosis 208V Units (2020-03-23) 
",,,,,,,,,,health product recall,,"March 23, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72807,Type II
13,0,2020-04-17,"
  Comprehensive Instrumentation Humeral Tray Taper Extraction Pliers - Replacement Tips (2020-03-17) 
",,,,,,,,,,health product recall,,"March 17, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72809,Type II
14,0,2020-04-17,"
  HEMASHIELD PLATINUM Woven Double Velour Single Branch Graft & HEMASHIELD GOLD Knitted Microvel Double Velour Vascular Graft Straight (2020-03-24) 
",,,,,,,,,,health product recall,,"March 24, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72811,Type II
15,0,2020-04-17,"
  Epix Grasper (2020-03-11) 
",,,,,,,,,,health product recall,,"March 11, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72813,Type II
16,0,2020-04-17,"
  Bridge Occlusion Balloon (2020-03-30) 
",,,,,,,,,,health product recall,,"March 30, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72815,Type II
17,0,2020-04-17,"
  Alere Afinion AS100 Analyzer & Alfinion 2 (2020-03-22) 
",,,,,,,,,,health product recall,,"March 22, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72817,Type III
18,0,2020-04-17,"
  Langston Dual Lumen Pigtail Catheter (2020-03-25) 
",,,,,,,,,,health product recall,,"March 25, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72819,Type II
19,0,2020-04-17,"
  IMMULITE & 1000 & 2000 System - ACTH Assay (2020-03-27) 
",,,,,,,,,,health product recall,,"March 27, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72821,Type III
20,0,2020-04-17,"
  Neptune E-SEP Electrode (2020-03-27) 
",,,,,,,,,,health product recall,,"March 27, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72823,Type II
21,0,2020-04-17,"
  ICHEM Velocity Automated Urine Chemistry System and IQ 200 System (2020-03-30) 
",,,,,,,,,,health product recall,,"March 30, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72825,Type II
22,0,2020-04-17,"
  COBAS INTEGRA 400 Plus (2020-03-23) 
",,,,,,,,,,health product recall,,"March 23, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72827,Type III
23,0,2020-04-17,"
  Greenlight Laser Fibers (2020-03-30) 
",,,,,,,,,,health product recall,,"March 30, 2020","April 17, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72829,Type II
24,0,2020-04-17,"
  Shortage of salbutamol inhalers in Canada 
",,,,,,,,,,public advisory,,"April 17, 2020",,Advisory,Drugs,Health Canada,Supply,General Public,RA-72833,
25,0,2020-04-16,"
  RayStation (2020-03-04) 
",,,,,,,,,,health product recall,,"March 4, 2020","April 16, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72743,Type II
26,0,2020-04-16,"
  Artis Zee System (2020-03-06) 
",,,,,,,,,,health product recall,,"March 6, 2020","April 16, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72745,Type III
27,0,2020-04-16,"
  ELU KIT Plus Red Cell Elution System (2020-03-06) 
",,,,,,,,,,health product recall,,"March 6, 2020","April 16, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72747,Type III
28,0,2020-04-16,"
  ADVIA 120, 21201 and 2120 Hematology System (2020-03-06) 
",,,,,,,,,,health product recall,,"March 6, 2020","April 16, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72749,Type III
29,0,2020-04-16,"
  ImageDrive Clinical (2020-02-26) 
",,,,,,,,,,health product recall,,"February 26, 2020","April 16, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72751,Type II
30,0,2020-04-16,"
  Pericardiocentesis Sets and Trays (2020-03-06) 
",,,,,,,,,,health product recall,,"March 6, 2020","April 16, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72753,Type II
31,0,2020-04-16,"
  ClearCanvas Workstation and ClearCanvas Web Station (2020-02-26) 
",,,,,,,,,,health product recall,,"February 26, 2020","April 16, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72755,Type II
32,0,2020-04-16,"
  FTD Pneumocystis Jirovecii and FTD Viral Gastroenteritis (2020-01-10) 
",,,,,,,,,,health product recall,,"January 10, 2020","April 16, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72757,Type II
33,0,2020-04-16,"
  Biograph mCT-S (40), with True V and Flow-4R (2020-03-10) 
",,,,,,,,,,health product recall,,"March 10, 2020","April 16, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72759,Type III
34,0,2020-04-16,"
  FTD Respiratory Pathogens 21 (2020-01-10) 
",,,,,,,,,,health product recall,,"January 10, 2020","April 16, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72761,Type II
35,0,2020-04-16,"
  MiniMed 630G (2020-03-05) 
",,,,,,,,,,health product recall,,"March 5, 2020","April 16, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72763,Type III
36,0,2020-04-16,"
  VIROTROL II (2020-03-09) 
",,,,,,,,,,health product recall,,"March 9, 2020","April 16, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72765,Type III
37,0,2020-04-16,"
  Dade Ci-Trol 1 (2020-03-11) 
",,,,,,,,,,health product recall,,"March 11, 2020","April 16, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72767,Type III
38,0,2020-04-15,"
  CUSA Clarity Console C7000 Operators Manual (2019-10-21) 
",,,,,,,,,,health product recall,,"October 21, 2019","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72709,Type II
39,0,2020-04-15,"
  ICHEM Velocity Automated Urine Chemistry System (2019-10-28) 
",,,,,,,,,,health product recall,,"October 28, 2019","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72711,Type II
40,0,2020-04-15,"
  MAMMOMAT Revelation (2020-03-05) 
",,,,,,,,,,health product recall,,"March 5, 2020","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72713,Type II
41,0,2020-04-15,"
  Berhring Nephelometer SystemN Latex CDT Kit (Carb Deficient Transferrin) (2020-03-05) 
",,,,,,,,,,health product recall,,"March 5, 2020","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72715,Type III
42,0,2020-04-15,"
  Bodyguard Microset (2020-01-14) 
",,,,,,,,,,health product recall,,"January 14, 2020","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72717,Type II
43,0,2020-04-15,"
  AmniSure ROM Test (2020-03-24) 
",,,,,,,,,,health product recall,,"March 24, 2020","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72719,Type II
44,0,2020-04-15,"
  Arrow Midline and PICC ARROWG+ARD Blue Advance Technology (2019-04-25) 
",,,,,,,,,,health product recall,,"April 25, 2019","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72721,Type II
45,0,2020-04-15,"
  HeartStart MRX Defibrillator/Monitor (2020-02-26) 
",,,,,,,,,,health product recall,,"February 26, 2020","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72723,Type II
46,0,2020-04-15,"
  STA - ImmunoDef VIII and STA-Deficient VIII (2020-03-05) 
",,,,,,,,,,health product recall,,"March 5, 2020","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72725,Type II
47,0,2020-04-15,"
  StageOne and StageOne Select Bone Cement Spacer Molds (2020-03-04) 
",,,,,,,,,,health product recall,,"March 4, 2020","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72727,Type II
48,0,2020-04-15,"
  Azurion 7 M20 (2020-03-03) 
",,,,,,,,,,health product recall,,"March 3, 2020","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72729,Type II
49,0,2020-04-15,"
  Enterococcus Faecalis Derived from ATCC 51299 (2020-02-21) 
",,,,,,,,,,health product recall,,"February 21, 2020","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72731,Type III
50,0,2020-04-15,"
  Oxoid BCYE with BMPA (2020-02-25) 
",,,,,,,,,,health product recall,,"February 25, 2020","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72733,Type II
51,0,2020-04-15,"
  Rotor-Gene Q Software (2020-02-03) 
",,,,,,,,,,health product recall,,"February 3, 2020","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72735,Type II
52,0,2020-04-15,"
  Cios Alpha & Cios Fusion (2020-03-06) 
",,,,,,,,,,health product recall,,"March 6, 2020","April 15, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72737,Type III
53,0,2020-04-15,"
  Health Canada is temporarily authorizing the use of technical-grade ethanol in hand sanitizer products: Always follow the label directions when using alcohol-based hand sanitizers 
",,,,,,,,,,public advisory,,"April 15, 2020","April 15, 2020",Advisory,Drugs,Health Canada,Important Safety Information,"General Public, Healthcare Professionals, Hospitals",RA-72739,
54,0,2020-04-15,"
  APO-Entecavir (2020-04-15) 
",,,,,,,,,,health product recall,,"April 15, 2020",,Drug Recall,Drugs,Health Canada,Product Safety,"General Public, Healthcare Professionals, Hospitals",RA-72793,Type III
55,0,2020-04-15,"
  Ultravate (2020-04-15) 
",,,,,,,,,,health product recall,,"April 15, 2020",,Drug Recall,Drugs,Health Canada,Product Safety,"General Public, Healthcare Professionals, Hospitals",RA-72841,Type II
56,0,2020-04-14,"
  Fraudulent and unauthorized N95 respirators may not protect consumers against COVID-19 
",,,,,,,,,,public advisory,,"April 14, 2020",,Advisory,Medical Device,Health Canada,Product Safety,General Public,RA-72707,
57,0,2020-04-08,"
  PrisMax Control Unit (2020-03-30) 
",,,,,,,,,,health product recall,,"March 30, 2020","April 8, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72695,Type I
58,0,2020-04-08,"
  Prismaflex Hemodialysis Unit (2020-03-30) 
",,,,,,,,,,health product recall,,"March 30, 2020","April 8, 2020",Medical Device Recall,Medical Device,Health Canada,Medical Devices,"General Public, Healthcare Professionals, Hospitals",RA-72697,Type I
59,0,2020-04-07,"
  Xerese (2020-04-07) 
",,,,,,,,,,health product recall,,"April 7, 2020",,Drug Recall,Drugs,Health Canada,Product Safety,"General Public, Healthcare Professionals, Hospitals",RA-72781,Type III
60,0,2020-04-02,"
  Homemade hand sanitizers may present health risks 
",,,,,,,,,,public advisory,,"April 2, 2020",,Advisory,Drugs,Health Canada,"Important Safety Information, Unauthorized products",General Public,RA-72687,
61,0,2020-04-02,"
  Nitrogen NF 99% (2020-04-02) 
",,,,,,,,,,health product recall,,"April 2, 2020",,Drug Recall,Drugs,Health Canada,Product Safety,"General Public, Healthcare Professionals, Hospitals",RA-72703,Type III
62,0,2020-03-31,"
  Certain Lots of Taro-Zoledronic acid injection drug, used for osteoporosis and Paget's disease, recalled due to potential presence of particulate matter 
",,,,,,,,,,public advisory,,"March 31, 2020",,Advisory,Drugs,Health Canada,Product withdrawal,General Public,RA-72673,
63,0,2020-03-31,"
  Methadone Treatment of Opioid Dependence and Potential Differences in Product Effect 
",,,,,,,,,,health professional risk communication,,"March 31, 2020","March 31, 2020",Dear Healthcare Professional Letter,Drugs,Health Canada,Important Safety Information,Healthcare Professionals,RA-72675,
64,0,2020-03-31,"
  MCal Solution (2020-03-31) 
",,,,,,,,,,health product recall,,"March 31, 2020",,Drug Recall,Natural health products,Health Canada,Product Safety,"General Public, Healthcare Professionals, Hospitals",RA-72689,Type III
