,Date,Item,Brand,Product,Issue,Nb_affected_models,Alert / recall type,Category,Companies,Published by,Audience,Recall class,Recall type,Identification number,Starting date:,Type of communication:,Alert sub-type:,Subcategory:,Hazard classification:,Source of recall:,Recalling firm:,Distribution:,Extent of the product distribution:,CFIA reference number:,Issue:,Audience:,Identification number:,Posting date:
0,2021-04-22,"
  Original Two-Bite brand Chocolate Chip Banana Bread recalled due to mould 
",,,,,,,,,,,notification,,"April 22, 2021",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,Give and Go Prepared Foods Corp.,"Alberta, Manitoba, Saskatchewan",Retail,14373,,,,
0,2021-04-20,"
  Goldilocks Sweet Delights brand Pinipig Polvoron Philippine Shortbread Cookies recalled due to rancidity 
",,,,,,,,,,,notification,,"April 20, 2021",Recall,Notification,Other,Class 3,Canadian Food Inspection Agency,AFOD Ltd.,,,14369,,,,
0,2021-04-18,"
  Co-op Gold Pure brand Organic ""Protein"" Peanut Butter – Crunchy recalled due to undeclared almond and Co-op Gold Pure brand Superfood Peanut Butter – Crunchy recalled due to undeclared almond and cashew 
",,,,,,,,,,,food recall warning,,"April 18, 2021",Recall,Updated Food Recall Warning (Allergen),Allergen - Tree Nut,Class 1,Canadian Food Inspection Agency,Federated Co-operatives Ltd.,"Alberta, British Columbia, Manitoba, Possibly National, Saskatchewan",Consumer,14364,,,,
0,2021-04-18,"
  Woodward's brand Peanut Butter - Crunchy Unsalted recalled due to undeclared cashew 
",,,,,,,,,,,food recall warning,,"April 18, 2021",Recall,Food Recall Warning (Allergen),Allergen - Tree Nut,Class 3,Canadian Food Inspection Agency,Jiva Manufacturing & Distributing Inc.,British Columbia,Retail,14367,,,,
0,2021-04-18,"
  New World brand Organic Chia Coconut Peanut Butter recalled due to undeclared almond and cashew 
",,,,,,,,,,,food recall warning,,"April 18, 2021",Recall,Food Recall Warning (Allergen),Allergen - Tree Nut,Class 2,Canadian Food Inspection Agency,New World Natural Foods Inc.,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Nova Scotia, Prince Edward Island, Saskatchewan",Retail,14366,,,,
0,2021-04-16,"
  Annette's brand Mini Donuts - Powdered recalled due to undeclared peanut 
",,,,,,,,,,,food recall warning,,"April 16, 2021",Recall,Food Recall Warning (Allergen),Allergen - Peanut,Class 2,Canadian Food Inspection Agency,Weston Foods,"Alberta, British Columbia, Manitoba, Saskatchewan, Yukon",Retail,14362,,,,
0,2021-04-15,"
  Nestlé brand Drumstick Caramel Non-Dairy Frozen Dessert Cones and Drumstick Vanilla Chocolate Swirl Non-Dairy Frozen Dessert Cones recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"April 15, 2021",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 1,Canadian Food Inspection Agency,Nestlé Canada Inc.,"Alberta, British Columbia, Manitoba, Ontario, Possibly National, Quebec",Consumer,14361,,,,
0,2021-04-15,"
  Polskaw Surowa (Sausage) recalled due to generic E. coli 
",,,,,,,,,,,notification,,"April 15, 2021",Recall,Notification,Microbiological - Other,Class 2,Canadian Food Inspection Agency,Lavergne Western Beef,Ontario,Retail,14357,,,,
0,2021-04-13,"
  Thai Elephant brand Black Tiger Shrimp recalled due to undeclared sulphites 
",,,,,,,,,,,food recall warning,,"April 13, 2021",Recall,Food Recall Warning (Allergen),Allergen - Sulphites,Class 2,Canadian Food Inspection Agency,Soline Trading Ltd.,"Ontario, Quebec",Hotel/Restaurant/Institutional,14352,,,,
0,2021-04-13,"
  Co-op Gold Pure brand Superfood Peanut Butter – Crunchy recalled due to undeclared hazelnut and almond 
",,,,,,,,,,,food recall warning,,"April 13, 2021",Recall,Food Recall Warning (Allergen),Allergen - Tree Nut,Class 2,Canadian Food Inspection Agency,Federated Co-Operatives Ltd.,"Alberta, British Columbia, Manitoba, Northwest Territories, Nunavut, Saskatchewan, Yukon",Retail,14355,,,,
0,2021-04-13,"
  New World brand Almond Butter - Smooth - Roasted recalled due to undeclared peanut and cashew 
",,,,,,,,,,,food recall warning,,"April 13, 2021",Recall,Food Recall Warning (Allergen),"Allergen - Peanut, Allergen - Tree Nut",Class 2,Canadian Food Inspection Agency,New World Natural Foods Inc.,"British Columbia, Ontario",Retail,14359,,,,
0,2021-04-11,"
  Hayter's Farm brand Onion & Parsley Turkey Burgers recalled due to undeclared wheat 
",,,,,,,,,,,food recall warning,,"April 11, 2021",Recall,Food Recall Warning (Allergen),Allergen - Wheat,Class 1,Canadian Food Inspection Agency,Hayter's Turkey Products Inc.,Ontario,Consumer,14354,,,,
0,2021-04-09,"
  Consumption of Double Happiness brand ""Dried Almond"" may cause cyanide poisoning 
",,,,,,,,,,,food recall warning,,"April 9, 2021",Recall,Updated Food Recall Warning,Chemical,Class 1,Canadian Food Inspection Agency,Tun Hau Enterprises (Canada) Ltd.,"Alberta, British Columbia, Manitoba, Possibly National",Retail,14353,,,,
0,2021-04-09,"
  Co-op Gold Pure brand Almond Butter – Crunchy Roasted recalled due to undeclared cashew and hazelnut 
",,,,,,,,,,,food recall warning,,"April 9, 2021",Recall,Updated Food Recall Warning (Allergen),Allergen - Tree Nut,Class 1,Canadian Food Inspection Agency,Federated Co-Operatives Ltd.,"Alberta, British Columbia, Manitoba, Nunavut, Possibly National, Saskatchewan, Northwest Territories, Yukon",Consumer,14343,,,,
0,2021-04-07,"
  Leadbetters brand Cowboy Burgers recalled due to possible spoilage 
",,,,,,,,,,,notification,,"April 7, 2021",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,Leadbetter Foods Inc.,Ontario,Retail,14349,,,,
0,2021-04-06,"
  Consumption of Chen-Chen brand Dried Apricot North Almond Seeds may cause cyanide poisoning 
",,,,,,,,,,,food recall warning,,"April 6, 2021",Recall,Updated Food Recall Warning,Chemical,Class 1,Canadian Food Inspection Agency,Chevalier Star Trading Co. Ltd.,"British Columbia, Possibly National",Retail,14335,,,,
0,2021-04-02,"
  Consumption of certain apricot kernel products may cause cyanide poisoning 
",,,,,,,,,,,food recall warning,,"April 2, 2021",Recall,Updated Food Recall Warning,"Chemical, Other",Class 1,Canadian Food Inspection Agency,Yin Chun Super Herb Inc.,Ontario,Retail,14332,,,,
0,2021-04-02,"
  Co-op Gold Pure brand Almond Butter – Raw – Unroasted recalled due to undeclared cashew and hazelnut and Co-op Gold Pure brand Cashew Butter recalled due to undeclared almond and hazelnut 
",,,,,,,,,,,food recall warning,,"April 2, 2021",Recall,Food Recall Warning (Allergen),Allergen - Tree Nut,Class 2,Canadian Food Inspection Agency,Federated Co-operatives Ltd.,"Alberta, British Columbia, Manitoba, Northwest Territories, Nunavut, Saskatchewan, Yukon",Retail,14331,,,,
0,2021-04-01,"
  Consumption of certain apricot kernel products may cause cyanide poisoning 
",,,,,,,,,,,food recall warning,,"April 1, 2021",Recall,Updated Food Recall Warning,"Chemical, Other",Class 1,Canadian Food Inspection Agency,Nice Herbs Trading Co.,British Columbia,Retail,14334,,,,
0,2021-03-31,"
  Consumption of Heng Le brand Blanched Bitter Apricot may cause cyanide poisoning 
",,,,,,,,,,,notification,,"March 31, 2021",Recall,Notification,Chemical,Class 1,Canadian Food Inspection Agency,Topwin Trading Co. Ltd.,"Alberta, British Columbia, Ontario",Hotel/Restaurant/Institutional,14330,,,,
0,2021-03-30,"
  Kolapore Springs brand and North Shore brand smoked trout products recalled due to potential presence of dangerous bacteria 
",,,,,,,,,,,food recall warning,,"March 30, 2021",Recall,Updated Food Recall Warning,Microbiological - Clostridium botulinum,Class 1,Canadian Food Inspection Agency,North Shore Specialty Foods,Ontario,Consumer,14340,,,,
0,2021-03-30,"
  Consumption of Earth Notions brand Raw Bitter Apricot Kernels may cause cyanide poisoning 
",,,,,,,,,,,food recall warning,,"March 30, 2021",Recall,Updated Food Recall Warning,"Chemical, Other",Class 1,Canadian Food Inspection Agency,Earth Notions Inc.,National,Retail,14328,,,,
0,2021-03-30,"
  Que Pasa Mexicana brand Salsa-Medium recalled due to pieces of glass 
",,,,,,,,,,,notification,,"March 30, 2021",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,Nature's Path Foods Inc.,National,Retail,14326,,,,
0,2021-03-26,"
  Consumption of Our Father's Farm brand Extremely Bitter Apricot Kernels may cause cyanide poisoning 
",,,,,,,,,,,food recall warning,,"March 26, 2021",Advisory,Food Safety Warning,Other,Class 1,Canadian Food Inspection Agency,Our Father's Farm,Possibly National,Retail,14325,,,,
0,2021-03-26,"
  Kolapore Springs brand smoked trout products recalled due to potential presence of dangerous bacteria 
",,,,,,,,,,,food recall warning,,"March 26, 2021",Recall,Food Recall Warning,Microbiological - Clostridium botulinum,Class 1,Canadian Food Inspection Agency,North Shore Specialty Foods,Ontario,Consumer,14314,,,,
0,2021-03-24,"
  Consumption of Double Happiness brand Dried Apricot Seed Mix may cause cyanide poisoning 
",,,,,,,,,,,food recall warning,,"March 24, 2021",Recall,Updated Food Recall Warning,Other,Class 1,Canadian Food Inspection Agency,Tun Hau Enterprises (Canada) Ltd.,"Alberta, British Columbia, Manitoba, Possibly National",Retail,14283,,,,
0,2021-03-24,"
  Goodfood brand Chicken & Parm Grain Bowl with Mixed Salad recalled due to undeclared sesame 
",,,,,,,,,,,food recall warning,,"March 24, 2021",Recall,Food Recall Warning (Allergen),Allergen - Sesame Seeds,Class 3,Canadian Food Inspection Agency,Goodfood Market Corp.,Quebec,Consumer,14318,,,,
0,2021-03-23,"
  Thai Elephant brand Black Tiger Shrimp recalled due to undeclared sulphites 
",,,,,,,,,,,food recall warning,,"March 23, 2021",Recall,Food Recall Warning (Allergen),Allergen - Sulphites,Class 2,Canadian Food Inspection Agency,Soline Trading Ltd.,Quebec,Hotel/Restaurant/Institutional,14316,,,,
0,2021-03-20,"
  Co-op Gold Pure brand Almond Butter – Crunchy Roasted recalled due to undeclared cashew and Co-op Gold Pure brand Cashew Butter recalled due to undeclared almond 
",,,,,,,,,,,food recall warning,,"March 20, 2021",Recall,Updated Food Recall Warning (Allergen),Allergen - Tree Nut,Class 1,Canadian Food Inspection Agency,Federated Co-operatives Ltd.,"Alberta, British Columbia, Manitoba, Nunavut, Possibly National, Saskatchewan, Northwest Territories, Yukon",Retail,14296,,,,
0,2021-03-20,"
  Goodfood brand Crispy Almond Chicken with Sweet Potato Mash & Garlic Sautéed Vegetables recalled due to undeclared mustard 
",,,,,,,,,,,food recall warning,,"March 20, 2021",Recall,Food Recall Warning (Allergen),Allergen - Mustard,Class 3,Canadian Food Inspection Agency,Goodfood Market Corp.,"Alberta, British Columbia, Manitoba, Saskatchewan",Consumer,14299,,,,
0,2021-03-20,"
  Ser Lumière brand Stuffed Eggplant recalled due to commercial sterility concerns 
",,,,,,,,,,,notification,,"March 20, 2021",Recall,Notification,Microbiological - Other,Class 2,Canadian Food Inspection Agency,Distributions Favoris Inc.,Quebec,Retail,14298,,,,
0,2021-03-19,"
  GluteNull brand Goji Berries & Chocolate Cookies recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"March 19, 2021",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 1,Canadian Food Inspection Agency,Amra Services Ltd. (dba GluteNull),"British Columbia, Possibly National",Retail,14293,,,,
0,2021-03-19,"
  Consumption of Harmonic Arts Botanical Dispensary brand Wild Harvested Apricot Kernels may cause cyanide poisoning 
",,,,,,,,,,,food recall warning,,"March 19, 2021",Recall,Updated Food Recall Warning,Other,Class 1,Canadian Food Inspection Agency,Harmonic Arts Botanical Dispensary,"Alberta, British Columbia, Ontario, Possibly National",Retail,14300,,,,
0,2021-03-19,"
  Taylor Farms brand Creamy Dill Pickle Salad Kit recalled due to pieces of plastic and metal 
",,,,,,,,,,,notification,,"March 19, 2021",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,"Taylor Farms Retail, Inc.",National,Retail,14297,,,,
0,2021-03-19,"
  Woolwich brand Soft Fresh Goat Cheese - Fig & Balsamic recalled due to presence of stones 
",,,,,,,,,,,notification,,"March 19, 2021",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Saputo Dairy Products Canada G.P.,National,Retail,14256,,,,
0,2021-03-19,"
  PC brand Fig Soft Unripened Goat's Milk Cheese recalled due to presence of stones 
",,,,,,,,,,,notification,,"March 19, 2021",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Loblaw Companies Limited,National,Retail,14255,,,,
0,2021-03-19,"
  Pak brand Compass Diced Dried Figs Coated with Rice Flour recalled due to presence of stones 
",,,,,,,,,,,notification,,"March 19, 2021",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Compass Food Sales Co. Ltd.,Ontario,Warehouse,14315,,,,
0,2021-03-19,"
  Healthy Choice brand Power Bowls Meatless Chipotle Chick'n recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"March 19, 2021",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 3,Canadian Food Inspection Agency,Conagra Brands Canada Inc.,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec, Saskatchewan",Retail,14292,,,,
0,2021-03-18,"
  Certain Dwarf Stars brand Pumpkin Seed Butter Cups Dark Chocolate recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"March 18, 2021",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 1,Canadian Food Inspection Agency,The Fork Food Co. Ltd.,National,Consumer,14278,,,,
0,2021-03-18,"
  SugarSin brand Gummies recalled due to presence of insects 
",,,,,,,,,,,notification,,"March 18, 2021",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Dovetale Collections,National,Retail,14290,,,,
0,2021-03-16,"
  Consumption of certain apricot kernel products packed by Wah Yan Tong may cause cyanide poisoning 
",,,,,,,,,,,food recall warning,,"March 16, 2021",Advisory,Food Safety Warning,Other,--,Canadian Food Inspection Agency,Wah Yan Tong,National,Retail,,,,,
0,2021-03-13,"
  Stemmler's brand and various brands German Salami recalled due to undeclared mustard 
",,,,,,,,,,,food recall warning,,"March 13, 2021",Recall,Food Recall Warning (Allergen),Allergen - Mustard,Class 2,Canadian Food Inspection Agency,Stemmler Meats & Cheese,Ontario,Retail,14277,,,,
0,2021-03-12,"
  Consumption of Our Father's Farm brand bitter apricot kernel products may cause cyanide poisoning 
",,,,,,,,,,,food recall warning,,"March 12, 2021",Advisory,Food Safety Warning,Other,Class 1,Canadian Food Inspection Agency,Our Father's Farm,National,Retail,14285,,,,
0,2021-03-12,"
  Consumption of certain apricot kernel products may cause cyanide poisoning 
",,,,,,,,,,,food recall warning,,"March 12, 2021",Recall,Food Recall Warning,Other,Class 1,Canadian Food Inspection Agency,"Advantage Health Matters, Chevalier Star Trading Co. Ltd., Earth Notions Inc., Natural Herbs Trading Co. Ltd., Surrey Natural Foods, Tun Hau Enterprises (Canada) Ltd.",National,Retail,14280,,,,
0,2021-03-11,"
  Consumption of Organic Traditions brand Dried Bitter Apricot Kernels may cause cyanide poisoning 
",,,,,,,,,,,food recall warning,,"March 11, 2021",Recall,Food Recall Warning,Other,Class 1,Canadian Food Inspection Agency,Advantage Health Matters Inc.,National,Retail,14272,,,,
0,2021-03-08,"
  Seafood City Supermarket brand Yellow Walking Fish Clarias recalled due to leucomalachite green 
",,,,,,,,,,,notification,,"March 8, 2021",Recall,Notification,Chemical,Class 2,Canadian Food Inspection Agency,Fortune Distribution Ltd.,"Alberta, Manitoba, Ontario",Retail,14258,,,,
0,2021-03-05,"
  Wilton brand sprinkle products recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"March 5, 2021",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 1,Canadian Food Inspection Agency,Wilton Industries Canada Company,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Ontario, Possibly National, Quebec, Saskatchewan",Retail,14265,,,,
0,2021-03-05,"
  New Grist brand Pilsner Style Gluten-Free Alcholic Beverage recalled due to a quality issue 
",,,,,,,,,,,notification,,"March 5, 2021",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,"AFIC EXIM (Canada) Corp., LCBO","Alberta, British Columbia, Ontario, Saskatchewan",Retail,14264,,,,
0,2021-02-27,"
  Co-op Gold Pure brand Almond Butter – Crunchy Roasted recalled due to undeclared cashew 
",,,,,,,,,,,food recall warning,,"February 27, 2021",Recall,Food Recall Warning (Allergen),Allergen - Tree Nut,Class 2,Canadian Food Inspection Agency,Federated Co-operatives Ltd.,"Alberta, British Columbia, Manitoba, Northwest Territories, Saskatchewan",Retail,14223,,,,
0,2021-02-27,"
  Goldroast brand Instant Nutritious Cereal – Original Flavour recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"February 27, 2021",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 1,Canadian Food Inspection Agency,AJ International Trading,"Ontario, Possibly National",Retail,14252,,,,
0,2021-02-25,"
  GluteNull brand Goji Berries & Chocolate Cookies recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"February 25, 2021",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 2,Canadian Food Inspection Agency,Amra Services Ltd. (DBA GluteNull),British Columbia,Retail,14250,,,,
0,2021-02-20,"
  Soupin' It Up brand Soup Mixes recalled due to undeclared sulphites 
",,,,,,,,,,,food recall warning,,"February 20, 2021",Recall,Food Recall Warning (Allergen),Allergen - Sulphites,Class 2,Canadian Food Inspection Agency,Soupin' It Up,Alberta,Retail,14241,,,,
0,2021-02-20,"
  Happy Veggie World brand Vege Meatball recalled due to undeclared wheat 
",,,,,,,,,,,food recall warning,,"February 20, 2021",Recall,Food Recall Warning (Allergen),Allergen - Wheat,Class 2,Canadian Food Inspection Agency,Happy Veggie World,"Alberta, British Columbia",Retail,14243,,,,
0,2021-02-19,"
  unbun brand untortillas recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"February 19, 2021",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 1,Canadian Food Inspection Agency,Unbun Foods,National,Retail,14239,,,,
0,2021-02-19,"
  Valentine Eruption Cake sold by Save-On-Foods recalled due to undeclared almonds and walnuts 
",,,,,,,,,,,food recall warning,,"February 19, 2021",Recall,Food Recall Warning (Allergen),Allergen - Tree Nut,Class 1,Canadian Food Inspection Agency,Save-On-Foods,"Alberta, British Columbia, Manitoba, Saskatchewan, Yukon",Retail,14240,,,,
0,2021-02-15,"
  Lean Ground Beef and Extra Lean Ground Beef recalled due to pieces of plastic 
",,,,,,,,,,,notification,,"February 15, 2021",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Sobeys Inc.,Alberta,Retail,14236,,,,
0,2021-02-10,"
  One Ocean brand Sliced Smoked Wild Sockeye Salmon recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"February 10, 2021",Recall,Updated Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,Orca Specialty Foods Ltd.,British Columbia,Consumer,14232,,,,
0,2021-02-08,"
  Pastene brand Green Olives Sliced recalled due to container integrity defects 
",,,,,,,,,,,notification,,"February 8, 2021",Recall,Notification,Other,Class 3,Canadian Food Inspection Agency,Pastene Enterprises ULC,"New Brunswick, Nova Scotia, Ontario, Quebec",Retail,14227,,,,
0,2021-02-03,"
  Casa Italia brand Soppressata Piccante Salami recalled due to possible spoilage 
",,,,,,,,,,,notification,,"February 3, 2021",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,SYSCO Toronto,Ontario,Hotel/Restaurant/Institutional,14222,,,,
0,2021-02-01,"
  Panache brand Sweet Onion Poppy Seed Dressing recalled due to spoilage 
",,,,,,,,,,,notification,,"February 1, 2021",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,Sobeys Inc.,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan",Retail,14203,,,,
0,2021-02-01,"
  Rougié brand Duck Foie Gras recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"February 1, 2021",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 3,Canadian Food Inspection Agency,Aurpal Inc.,"British Columbia, Ontario, Quebec",Retail,14214,,,,
0,2021-02-01,"
  Solstice Ciderworks brand Ciders recalled due to leaking cans 
",,,,,,,,,,,notification,,"February 1, 2021",Recall,Notification,Microbiological - Other,Class 3,Canadian Food Inspection Agency,Solstice Ciderworks,Yukon,Retail,14215,,,,
0,2021-02-01,"
  One Degree Organic Foods brand Gluten Free Sprouted Rolled Oats recalled due to packaging integrity defects and rancidity 
",,,,,,,,,,,notification,,"February 1, 2021",Recall,Notification,Other,Class 3,Canadian Food Inspection Agency,One Degree Organic Foods Inc.,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec, Saskatchewan, Newfoundland and Labrador",Retail,14218,,,,
0,2021-02-01,"
  ST. DALFOUR brand Deluxe Chestnut Spread recalled due to pieces of glass 
",,,,,,,,,,,notification,,"February 1, 2021",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,Satau Inc.,"Ontario, Quebec",Retail,14217,,,,
0,2021-02-01,"
  Obiji brand Palm Oil recalled due to Sudan IV 
",,,,,,,,,,,notification,,"February 1, 2021",Recall,Notification,Chemical,Class 2,Canadian Food Inspection Agency,Crestar Healthcare Group Ltd.,"Alberta, British Columbia",Retail,14220,,,,
0,2021-01-29,"
  Certain recalled Isagenix brand products being sold through various internet sites may be unsafe due to over-fortification of vitamins 
",,,,,,,,,,,food recall warning,,"January 29, 2021",Advisory,Food Safety Warning,Other,--,Canadian Food Inspection Agency,--,Possibly National,Consumer,,,,,
0,2021-01-28,"
  Selection brand Baby Dill with Garlic Pickles recalled due to pieces of glass 
",,,,,,,,,,,notification,,"January 28, 2021",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,Marcatus QED,"Ontario, Quebec",Retail,14198,,,,
0,2021-01-27,"
  One Ocean brand Sliced Smoked Wild Sockeye Salmon recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"January 27, 2021",Recall,Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,Orca Specialty Foods Ltd.,"Alberta, Possibly National",Retail,14207,,,,
0,2021-01-26,"
  Piller's brand Smoked Turkey Breast recalled due to pieces of plastic 
",,,,,,,,,,,notification,,"January 26, 2021",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Piller's Fine Foods,Ontario,Retail,14202,,,,
0,2021-01-26,"
  Maynila's Choice brand Fish Balls recalled due to improperly declared egg 
",,,,,,,,,,,food recall warning,,"January 26, 2021",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 3,Canadian Food Inspection Agency,AFOD Ltd.,"Alberta, British Columbia, Manitoba, Saskatchewan, Yukon",Retail,14201,,,,
0,2021-01-22,"
  Clover Leaf brand Sardines Boneless Fillets - Garlic & Chive in Oil and Sardines Boneless Fillets - Smoked Jalapeño in Oil recalled due to potential presence of dangerous bacteria 
",,,,,,,,,,,food recall warning,,"January 22, 2021",Recall,Food Recall Warning,Microbiological - Other,Class 1,Canadian Food Inspection Agency,Clover Leaf Seafoods Corp.,"Alberta, New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Possibly National, Quebec",Retail,14139,,,,
0,2021-01-20,"
  Taidian brand Xiaolong Bun recalled due to undeclared oyster and wheat 
",,,,,,,,,,,food recall warning,,"January 20, 2021",Recall,Food Recall Warning (Allergen),"Allergen - Crustacean/Shellfish, Allergen - Gluten, Allergen - Wheat",Class 3,Canadian Food Inspection Agency,Waisee Trading Co. Ltd.,British Columbia,Retail,14195,,,,
0,2021-01-19,"
  St. Francis Herb Farm 52 Fields brand Coconut Oil and Ghee recalled due to mould and bacteria 
",,,,,,,,,,,notification,,"January 19, 2021",Recall,Notification,"Microbiological - Non harmful (Quality/Spoilage), Microbiological - Other",Class 3,Canadian Food Inspection Agency,St. Francis Herb Farm Inc.,"Alberta, British Columbia, Manitoba, Ontario, Quebec, Saskatchewan",Retail,14188,,,,
0,2021-01-18,"
  Farma Elassonas brand P.D.O Kefalograviera (Cheese) recalled due to generic E. coli 
",,,,,,,,,,,notification,,"January 18, 2021",Recall,Notification,Microbiological - Other,Class 2,Canadian Food Inspection Agency,Messara Imports,"Ontario, Quebec","Retail, Hotel/Restaurant/Institutional",14184,,,,
0,2021-01-16,"
  Amy's brand Golden Lentil Dal Soup recalled due to undeclared egg protein 
",,,,,,,,,,,food recall warning,,"January 16, 2021",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 1,Canadian Food Inspection Agency,Amy's Kitchen Inc.,"British Columbia, Ontario, Possibly National, Quebec",Consumer,14186,,,,
0,2021-01-15,"
  Merrylady brand Chocolate and Orange Non-Dairy Whip Topping recalled due to the presence of milk 
",,,,,,,,,,,food recall warning,,"January 15, 2021",Recall,Updated Food Recall Warning (Allergen),Allergen - Milk,Class 1,Canadian Food Inspection Agency,Dolson Marketing Inc.,Ontario,Consumer,14161,,,,
0,2021-01-15,"
  Wang Korea brand sweet rice pancake products recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"January 15, 2021",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 1,Canadian Food Inspection Agency,"Redfrog Enterprises Ltd., Pan Asia Food Co. Ltd.","Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec",Consumer,14164,,,,
0,2021-01-15,"
  Farm Boy brand Marinated Teriyaki Chicken recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"January 15, 2021",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 3,Canadian Food Inspection Agency,Farm Boy Company Inc.,Ontario,Retail,14185,,,,
0,2021-01-14,"
  Harvest brand Polish Sausages may be unsafe due to undercooking 
",,,,,,,,,,,food recall warning,,"January 14, 2021",Recall,Food Recall Warning,Other,Class 2,Canadian Food Inspection Agency,Harvest Meats,"Alberta, British Columbia, Manitoba, Northwest Territories, Ontario, Saskatchewan",Consumer,14178,,,,
0,2021-01-14,"
  7-Eleven brand Subs recalled due to Listeria monocytogenes 
",,,,,,,,,,,notification,,"January 14, 2021",Recall,Notification,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,7-Eleven Canada Inc.,"Alberta, Manitoba, Ontario",Retail,14177,,,,
0,2021-01-13,"
  HJD brand gluten-free Sprouted Multi Grain recalled due to the presence of barley 
",,,,,,,,,,,food recall warning,,"January 13, 2021",Recall,Food Recall Warning (Allergen),Allergen - Gluten,Class 3,Canadian Food Inspection Agency,Hwa Joo Dang Enterprises Ltd.,"Alberta, British Columbia, Ontario, Saskatchewan",Retail,14176,,,,
0,2021-01-11,"
  Piller's brand Oven Roasted Turkey Breast recalled due to pieces of plastic 
",,,,,,,,,,,notification,,"January 11, 2021",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Piller's Fine Foods,National,Retail,14168,,,,
0,2021-01-09,"
  Belle Grove brand Whole White Mushrooms recalled due to potential presence of dangerous bacteria 
",,,,,,,,,,,food recall warning,,"January 9, 2021",Recall,Food Recall Warning,Microbiological - Clostridium botulinum,Class 1,Canadian Food Inspection Agency,Monaghan Mushrooms Ltd.,Ontario,Consumer,14169,,,,
0,2021-01-08,"
  Minhas Craven brand Pina Colada alcoholic beverage recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"January 8, 2021",Recall,Updated Food Recall Warning (Allergen),Allergen - Milk,Class 1,Canadian Food Inspection Agency,Minhas Sask Ventures Inc.,Saskatchewan,Consumer,14170,,,,
